text,category,stance,Lemmatization,sentiment
الموناليزا اخدت اللقاح وانتو خايفين لسى لقاح_كورونا,personal,1,"['موناليزا', 'اخد', 'لقح', 'نتو', 'خيف', 'لسى', 'لقاح_كورو']",positive
إنجاز جديد للوطن فريق الباحثين السعوديين جامعة الإمام عبدالرحمن بن فيصل بقيادة إيمان المنصور ينجح إنتاج لقاح سعودي مضاد لفيروس كورونا بطريقة مبتكرة يحتاج درجات حرارة منخفضة وستبدأ التجارب السريرية الموافقات اللازمة,info_news,1,"['جاز', 'جدد', 'وطن', 'فرق', 'بحث', 'سعد', 'جمع', 'امم', 'عبدالرحمن', 'بن', 'يصل', 'قيد', 'ايم', 'نصر', 'نجح', 'ناج', 'لقح', 'سعد', 'ضاد', 'يرس', 'كورو', 'طرق', 'بكر', 'حاج', 'درج', 'حرر', 'خفض', 'بدأ', 'جرب', 'سرر', 'وفق', 'لزم']",positive
بدء تصنيع لقاح كورونا فى مصر وزيرة الصحة مصر لديها خطة للتصنيع المحلى للقاح فيروس كورونا منوهة أنه تم فى شهر دعوة خبراء جنيف وفرنسا مرسلين منظمة الصحة العالمية لتقييم خط إنتاج رقم لشركة فكسيرا للقاحات والأمصال التابعة لوزارة الصحة وتقريرهم إيجابيا جد,info_news,1,"['بدء', 'صنع', 'لقح', 'كورو', 'فى', 'مصر', 'وزر', 'صحة', 'مصر', 'لدي', 'خطة', 'صنع', 'حلى', 'قاح', 'يرس', 'كورو', 'نوه', 'انه', 'تم', 'فى', 'شهر', 'دعة', 'خبراء', 'جنف', 'رنس', 'رسل', 'نظم', 'صحة', 'علم', 'قيم', 'خط', 'ناج', 'رقم', 'لشر', 'كسر', 'قاح', 'مصل', 'ابع', 'وزر', 'صحة', 'قرر', 'يجب', 'جد']",positive
تساؤلات آخر ليل اذا كفانا لقاح الكورونا بزيدولو مي هبل,others,0,"['سؤل', 'اخر', 'ليل', 'اذا', 'كفا', 'لقح', 'كورو', 'زيدولو', 'مي', 'هبل']",neutral
حقائق يجب ان تعرفها خدعة مرض اسمه كورونا كورونا فكرة خبيثة مرض اكبر خدعة التاريخ فيروس كورونا كوفيد دليل عزل فيروس كورونا المستجد خدعة فحص كورونا المضلل يجول السليم الي مصاب لقاح لايمنع انتقال المرض المناعة,personal,-1,"['حقق', 'يجب', 'ان', 'عرف', 'خدع', 'مرض', 'اسم', 'كورو', 'كورو', 'فكر', 'خبث', 'مرض', 'كبر', 'خدع', 'ارخ', 'يرس', 'كورو', 'كوفيد', 'دلل', 'عزل', 'يرس', 'كورو', 'سجد', 'خدع', 'فحص', 'كورو', 'ضلل', 'يجل', 'سلم', 'الي', 'صاب', 'لقح', 'منع', 'نقل', 'مرض', 'ناع']",negative
شعور مؤلم جدا انتقال معلومة صحيحة لقاح كورونا وقد تتسبب المعلومة للمتلقي بضرورة اللقاح يصاب متلقي المعلومة بمضاعفات لاسمح الله وقد يتدهور وضعه الصحي ويصل دخوله بالعناية المركزة فقدان حياته لاقدر الله يستطيع يتحمل الألم والشعور تسبب,info_news,1,"['شعر', 'ؤلم', 'جدا', 'نقل', 'علم', 'صحح', 'لقح', 'كورو', 'وقد', 'سبب', 'علم', 'تلق', 'ضرر', 'لقح', 'يصب', 'تلق', 'علم', 'ضعف', 'سمح', 'الل', 'وقد', 'دهر', 'وضع', 'صحي', 'يصل', 'دخل', 'عني', 'ركز', 'فقد', 'حيت', 'قدر', 'الل', 'تطع', 'حمل', 'الم', 'شعر', 'سبب']",positive
وصول لقاح كورونا الروسي سوريا مخصص للعسكريين الروس يؤدون الخدمة قاعدة حميميم بسوريا فقط رئيس قسم الصحة مجموعة القوات الروسية سوريا,info_news,1,"['وصل', 'لقح', 'كورو', 'روس', 'سور', 'خصص', 'عسكر', 'روس', 'يؤد', 'خدم', 'قعد', 'حميميم', 'بسر', 'فقط', 'رئس', 'قسم', 'صحة', 'جمع', 'قوت', 'روس', 'سور']",positive
المغرب تطعيم شخص ضد كورونا أيام وكالة الأنباء المغربية حملة التلقيح انطلقت الجمعة مجانية لجميع المواطنين لتحقيق المناعة لكامل مكونات الشعب تستهدف مليونا يمثلون بالمئة السكان,info_news,1,"['غرب', 'طعم', 'شخص', 'ضد', 'كورو', 'ايم', 'وكل', 'باء', 'غرب', 'حمل', 'لقح', 'طلق', 'جمع', 'جني', 'جمع', 'وطن', 'حقق', 'ناع', 'كمل', 'كون', 'شعب', 'هدف', 'ليو', 'مثل', 'مئة', 'سكن']",positive
شعب يميز الكزبرة البقدونس بدك اياه يعرف شو افضل لقاح طعمو الشعب الاردن,others,0,"['شعب', 'يمز', 'كزبر', 'قدونس', 'بدك', 'ايه', 'عرف', 'شو', 'فضل', 'لقح', 'طعمو', 'شعب', 'ارد']",neutral
السلطات بولاية أمن البيضاء تستنفر عناصرها جانب عناصر القوات المساعدة التابعة لولاية الجهة ومنتمين الوقاية المدنية حماية فضاء الوكالة المستقلة للتبريد والتثليج المتواجد بمقاطعة سيدي عثمان بـ الدار_البيضاء يتواجد لقاح كورونا توصل المغرب الهند,info_news,1,"['سلط', 'بول', 'امن', 'يضء', 'نفر', 'عنصر', 'جنب', 'عنصر', 'قوت', 'سعد', 'ابع', 'لول', 'جهة', 'نتم', 'وقي', 'دنة', 'حمي', 'فضء', 'وكل', 'قلة', 'برد', 'ثلج', 'واجد', 'قطع', 'سيد', 'عثم', 'بـ', 'دار_البيضاء', 'وجد', 'لقح', 'كورو', 'وصل', 'غرب', 'هند']",positive
الدكتور راجي تواضروس وكيل وزارة الصحة بمحافظة قنا يتلقى لقاح فيروس_كورونا كوفيد ا_نطمئن,celebrity,1,"['دكتور', 'رجي', 'ضرس', 'وكل', 'وزر', 'صحة', 'حفظ', 'قنا', 'لقى', 'لقح', 'فيروس_كورو', 'كوفيد', '_نطمئ']",positive
احتجاجات متواصلة الشارع اللبناني واشتباكات قوات الأمن ومغردون عبر تويتر لبنان_ينهار منظمة العفو_الدولية تطالب بإطلاق سراح ناشطين مصريين ومدونون يستعيدون ذكريات ثورة_يناير عشية الغضب جدل مستمر مصر بسبب لقاح كورونا الصيني,unrelated,0,"['حجج', 'واصل', 'شرع', 'لبن', 'شتب', 'قوت', 'امن', 'غرد', 'عبر', 'يتر', 'لبنان_ينهار', 'نظم', 'عفو_الدولية', 'طلب', 'إطلاق', 'سرح', 'نشط', 'صري', 'مدو', 'تعد', 'ذكر', 'ثورة_يناير', 'عشة', 'غضب', 'جدل', 'سمر', 'مصر', 'سبب', 'لقح', 'كورو', 'صين']",neutral
بدناا لقاح ضد تغير المزاج بدقيقه,unrelated,0,"['بدن', 'لقح', 'ضد', 'تغر', 'زاج', 'دقق']",neutral
تلقيح السجناء فيهم الفلسطينيين ضد فيروس كورونا المستجد إسرائيل,info_news,1,"['لقح', 'جنء', 'يهم', 'لسط', 'ضد', 'يرس', 'كورو', 'سجد', 'رائيل']",positive
مكونات تطعيم_كورونا فايزر موقع الحكومة الكندية ويوجد موقع الشركة نفسها وموقع علاقة حساسية البنسلين دواء آخر أكل بحث ال نشر بتاريخ يقول نسبة الحساسية الشديدة بالمليون يعني آمن بكثير الاكلات الصورة المرفقة,info_news,1,"['كون', 'تطعيم_كورو', 'يزر', 'وقع', 'حكم', 'كند', 'وجد', 'وقع', 'شرك', 'نفس', 'وقع', 'علق', 'حسس', 'نسل', 'دوء', 'اخر', 'اكل', 'بحث', 'ال', 'نشر', 'ارخ', 'يقل', 'نسب', 'حسس', 'شدد', 'ملي', 'يعن', 'امن', 'كثر', 'اكل', 'صور', 'رفق']",positive
العلماء الإيرانيون يعملون بجد لإنتاج لقاحات ضد كورونا الممكن إنتاجها وقت سابق تكن مثقلة بالعقوبات الأميركية الجائرة لقاح_آمن,info_news,1,"['علماء', 'يرن', 'عمل', 'بجد', 'إنتاج', 'لقح', 'ضد', 'كورو', 'مكن', 'ناج', 'وقت', 'سبق', 'تكن', 'ثقل', 'عقب', 'امر', 'جئر', 'لقاح_آمن']",positive
تستطع مختبرات طبيب بغداد وقاضي حوائجها موسى بن جعفر إيجاد علاج لقاح لكورونا أجبر البروفيسور علاوي سيستاني إجازة اللقاحات الدولية الموجودة الجهود متواصلة مختبرات العلوية شريفه واخوها حبش وأختها خضروات إيجاد تفله مناسبة وعلاج جذري ملفوف بخرق الكاظمي الخضراء,info_news,1,"['سطع', 'خبر', 'طبب', 'غدد', 'وقض', 'حئج', 'وسى', 'بن', 'جعفر', 'يجد', 'علج', 'لقح', 'كورو', 'جبر', 'بروفيسور', 'علو', 'سيس', 'جزة', 'لقح', 'دول', 'وجد', 'جهد', 'واصل', 'خبر', 'علي', 'شرف', 'وخو', 'حبش', 'وأخ', 'خضرو', 'يجد', 'تفل', 'نسب', 'علج', 'جذر', 'لفف', 'خرق', 'كظم', 'خضراء']",positive
ايمت يلاقو قاح للجحشنه وقتها انا بطالب ينعطى للمواطن المقيم والنازح,info_news,1,"['ايم', 'لقو', 'قاح', 'جحش', 'وقت', 'انا', 'طلب', 'عطى', 'وطن', 'قيم', 'نزح']",positive
الجزائر وزير الصحة تونس الجزائر أوالمغرب بلد طبيعتنا كجزائريين وكمسلمين نقتسم الشي عندنا لقاح كورونا,info_news,1,"['جزر', 'وزر', 'صحة', 'ونس', 'جزر', 'اوالمغرب', 'بلد', 'طبع', 'كجزائر', 'كمسلم', 'قتسم', 'الش', 'عند', 'لقح', 'كورو']",positive
قائد القوات البرية الملكية السعودية يتلقى الجرعة الأولى لقاح كورونا,celebrity,1,"['قئد', 'قوت', 'برة', 'لكة', 'سعد', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو']",positive
شون دايش مدرب بيرنلي اقترح منح لقاح كورونا لجميع اندية البريميرليغ,requests,1,"['شون', 'ديش', 'درب', 'رنل', 'قرح', 'منح', 'لقح', 'كورو', 'جمع', 'ندي', 'بريميرليغ']",positive
سيدي صاحب السمو الملكي الامير بندر_بن_سلطان_بن_عبدالعزيز يتلقى الجرعة الاولى لقاح كورونا كوفيد أرطبون_العرب,celebrity,1,"['سيد', 'صحب', 'سمو', 'لكي', 'امر', 'بندر_بن_سلطان_بن_عبدالعزيز', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو', 'كوفيد', 'ارطبون_العرب']",positive
دولة عربية إفريقيا تتسلم إمدادات كبيرة لقاحات ضد كورونا,info_news,1,"['دول', 'عرب', 'فرق', 'سلم', 'مدد', 'كبر', 'لقح', 'ضد', 'كورو']",positive
توضيح تم تأجيل مواعيد الجرعة الأولى لقاح كورونا لمن لديه موعد مسبق ويمكن معرفة الموعد الجديد خلال الرسالة النصية المرسلة عبر تطبيق صحتي لديكم موعد الجرعة الثانية ولم تصلكم رسالة نصية بتغيير الموعد نرجو الحضور الموعد المسبق الظاهر تطبيق صحتي,info_news,1,"['وضح', 'تم', 'أجل', 'مواعيد', 'جرع', 'ولى', 'لقح', 'كورو', 'لمن', 'لده', 'وعد', 'سبق', 'ويم', 'عرف', 'وعد', 'جدد', 'خلل', 'رسل', 'نصة', 'رسل', 'عبر', 'طبق', 'صحت', 'لدي', 'وعد', 'جرع', 'ثني', 'ولم', 'تصل', 'رسل', 'نصة', 'غير', 'وعد', 'رجو', 'حضر', 'وعد', 'سبق', 'ظهر', 'طبق', 'صحت']",positive
خادم_الحرمين يتلقى لقاح كورونا الله العافية جسد صب تجعله يشكو ألم واحفظه شر يارب زيادة عافيته ودوام صحته وطولا مره طاعته,celebrity,1,"['خادم_الحرم', 'لقى', 'لقح', 'كورو', 'الل', 'عفي', 'جسد', 'صب', 'جعل', 'شكو', 'الم', 'حفظ', 'شر', 'يرب', 'زيد', 'عفي', 'دوم', 'صحت', 'وطل', 'مره', 'طعت']",positive
تناولت صحيفة مستقل الحكومية مقال مفصل كشفته منظمة مجاهدي_خلق داخل البلاد يتعلق بجرائم النظام_الإيراني المتعلقة بكورونا وخاصة جرائم النظام منع لقاح كورونا دخول إيران وتذكر الإفشاءات تثير شكوكا جدية الناس,info_news,0,"['نول', 'صحف', 'سقل', 'حكم', 'قال', 'فصل', 'كشف', 'نظم', 'مجاهدي_خلق', 'دخل', 'بلد', 'علق', 'جرم', 'نظام_الإيرا', 'تعلق', 'كورو', 'وخص', 'جرم', 'نظم', 'منع', 'لقح', 'كورو', 'دخل', 'اير', 'ذكر', 'فشء', 'تثر', 'شكك', 'جدة', 'ناس']",neutral
عمرك شوفت نظام دولة بيبيع لقاح فيروس كورونا لشعبه اقسم بالله نظام فاجر يوجد عنده اي ذرة رحمه إنسانيه كرامة اتفوووووو,info_news,1,"['عمر', 'شوف', 'نظم', 'دول', 'يبع', 'لقح', 'يرس', 'كورو', 'شعب', 'قسم', 'بلل', 'نظم', 'فجر', 'وجد', 'عند', 'اي', 'ذرة', 'رحم', 'سان', 'كرم', 'اتفوووووو']",positive
فعالية لقاح فايزر دراسة تظهر نجاح تقليل الإصابات بشكل كبير,info_news,1,"['فعل', 'لقح', 'يزر', 'درس', 'ظهر', 'نجح', 'قلل', 'اصب', 'شكل', 'كبر']",positive
الإمارات تعلن توفير لقاح كورونا للجميع بدءا سن عاما العربية_عاجل,plan,1,"['امر', 'تعل', 'وفر', 'لقح', 'كورو', 'جمع', 'بدء', 'سن', 'عما', 'عربية_عاجل']",positive
إسرائيل تعلن نقل أولى شحنات لقاح كورونا الفلسطينيين,info_news,1,"['رائيل', 'تعل', 'نقل', 'ولى', 'شحن', 'لقح', 'كورو', 'لسط']",positive
صدق او لاتصدق تشتري هاتف مميزاته لايتأثر بالماء ممنوع تجربته الماء تعرف مدى فعاليته ضد الماء تأخذ لقاح فعال بنسبة ضد الفيروس ممنوع تجربته الاختلاط بدون كماام وبدون تباعد تعرف مدى فعاليته ضد المرض,info_news,1,"['صدق', 'او', 'صدق', 'شري', 'هتف', 'ميز', 'أثر', 'ماء', 'منع', 'جرب', 'ماء', 'عرف', 'مدى', 'فعل', 'ضد', 'ماء', 'أخذ', 'لقح', 'فعل', 'نسب', 'ضد', 'يرس', 'منع', 'جرب', 'خلط', 'بدن', 'كمام', 'وبد', 'بعد', 'عرف', 'مدى', 'فعل', 'ضد', 'مرض']",positive
وزارة_الصحة الجواز_الصحي ظهور حالة محص تطبيق توكلنا تلقي الجرعة الثانية لقاح كورونا كوفيد,info_news,1,"['وزارة_الصحة', 'جواز_الصحي', 'ظهر', 'حلة', 'محص', 'طبق', 'وكل', 'تلق', 'جرع', 'ثني', 'لقح', 'كورو', 'كوفيد']",positive
وزير المالية صرح بخسارة مليار الميزانية بسبب كورونا والخرفان جاتهم الاوامر بلطع كومنت كوبي بيست بياخدوه منهم بدون عقل شوية مغيبين ويكرروه اتصرفوا فين وانتوا جيبتوا لقاح ادوية وفيه نقص اكسجين عشرات الالاف اللي اتعالجوا مجانا المستشفيات,others,0,"['وزر', 'الة', 'صرح', 'خسر', 'لير', 'يزن', 'سبب', 'كورو', 'خرف', 'جات', 'ومر', 'لطع', 'كوم', 'كوب', 'بيس', 'خدو', 'نهم', 'بدن', 'عقل', 'شوة', 'غيب', 'كررو', 'صرف', 'فين', 'ونت', 'جيب', 'لقح', 'دوي', 'وفه', 'نقص', 'كسج', 'عشر', 'الف', 'الل', 'علج', 'مجا', 'شفي']",neutral
اليوم الأول الجرعة الأولى لقاح كوفيد أعراض جانبية الحمدلله والشكر دائما للمؤسسة التى أتاحت اللقاح ولعائلاتنا ولدولة الإمارات وفرت اللقاح لكل أراضيها تفرقة دبي الإمارات الحدث العربية كورونا كوفيد_,personal,1,"['اليوم', 'اول', 'جرع', 'ولى', 'لقح', 'كوفيد', 'عرض', 'جنب', 'حمدلل', 'شكر', 'دائ', 'ؤسس', 'لتى', 'تحت', 'لقح', 'ولعائلات', 'لدل', 'امر', 'وفر', 'لقح', 'لكل', 'رضي', 'فرق', 'دبي', 'امر', 'حدث', 'عرب', 'كورو', 'كوفيد_']",positive
العفو الدولية منع خامنئي الإيرانيين الحصول لقاح أجنبي تجاهل للحق الحياة ولعب بحياة الملايين مواطنيه العربية,info_news,-1,"['عفو', 'دول', 'منع', 'خامنئ', 'يرن', 'حصل', 'لقح', 'جنب', 'جهل', 'لحق', 'حية', 'لعب', 'بحا', 'لاي', 'وطن', 'عرب']",negative
الحمد لله رب العالمين اخذنا الجرعة الثانية لقاح الله الجميع بالصحة والعافية,info_news,1,"['حمد', 'لله', 'رب', 'علم', 'اخذ', 'جرع', 'ثني', 'لقح', 'الل', 'جمع', 'صحة', 'عفي']",positive
أكدت لجنة الصحة والبيئة مجلس النواب السبت لقاح فيروس كورونا سيكون متوفرا غضون أيام المقبلة مشيرة الى ان الوزارة اخذت عاتقها كافة التدابير اللازمة لحفظ اللقاح,plan,1,"['اكد', 'لجن', 'صحة', 'بيئ', 'جلس', 'نوب', 'سبت', 'لقح', 'يرس', 'كورو', 'سيك', 'توفر', 'غضن', 'ايم', 'قبل', 'شير', 'الى', 'ان', 'وزر', 'اخذ', 'عتق', 'كفة', 'دبر', 'لزم', 'حفظ', 'لقح']",positive
الرئيس أردوغان يتلقى جرعة لقاح سينوفاك المضاد لفيروس كورونا المدينة الطبية بالعاصمة أنقرة,celebrity,1,"['رئس', 'ردغ', 'لقى', 'جرع', 'لقح', 'ينف', 'ضاد', 'يرس', 'كورو', 'دين', 'طبة', 'عصم', 'نقر']",positive
الرئيس التنفيذي لشركة موديرنا ستيفان بانسيل لقاح الشركة ضد كوفيد يوفر حماية تصل عامين ان يذكر دراسات تدعم كلامة الامريكان عندهم يقولون,info_news,1,"['رئس', 'نفذ', 'لشر', 'ودر', 'ستف', 'سيل', 'لقح', 'شرك', 'ضد', 'كوفيد', 'وفر', 'حمي', 'تصل', 'عام', 'ان', 'ذكر', 'درس', 'دعم', 'كلم', 'امر', 'عند', 'يقل']",positive
الصحة إعادة جدولة إعطاء لقاح كورونا كوفيد لمن حصلوا موعد الجرعة الأولى لقاح فايزر بسبب تأخر الشركة الصانعة التوريد المملكة وجميع دول العالم تصدر اللقاح بسبب إيقاف مصنعها للتوسع خطوط الإنتاج أخبار_السعودية,info_news,1,"['صحة', 'عدة', 'جدل', 'عطء', 'لقح', 'كورو', 'كوفيد', 'لمن', 'حصل', 'وعد', 'جرع', 'ولى', 'لقح', 'يزر', 'سبب', 'أخر', 'شرك', 'صنع', 'ورد', 'ملك', 'جمع', 'دول', 'علم', 'صدر', 'لقح', 'سبب', 'يقف', 'صنع', 'وسع', 'خطط', 'ناج', 'اخبار_السعودية']",positive
الحكومة لبنان عدم السماح وكلاء وسطاء جني ربح مال نتيجة شراء لقاح كورونا وكلاء الأدوية الكف ممارساتهم التاريخية ولتكن الاتفاقيات الدولة والمصنع المصنعين الإلتزام بعدم دفع عمولة لوكيل فريق يتبع,requests,0,"['حكم', 'لبن', 'عدم', 'سمح', 'كلء', 'سطء', 'جني', 'ربح', 'مال', 'نتج', 'شرء', 'لقح', 'كورو', 'كلء', 'دوي', 'لكف', 'مرس', 'ارخ', 'ولت', 'تفق', 'دول', 'صنع', 'صنع', 'لزم', 'عدم', 'دفع', 'عمل', 'وكل', 'فرق', 'تبع']",neutral
بالفيديو رسالة ابن مطور لقاح شلل الأطفال لمن يشعر بالقلق لقاح كورونا,info_news,1,"['يدو', 'رسل', 'ابن', 'طور', 'لقح', 'شلل', 'طفل', 'لمن', 'شعر', 'قلق', 'لقح', 'كورو']",positive
لقاح جونسون آند جونسون يغير قواعد اللعبة ضد كورونا,info_news,0,"['لقح', 'جونس', 'اند', 'جونس', 'يغر', 'قعد', 'لعب', 'ضد', 'كورو']",neutral
خادم الحرمين الشريفين خلال تلقيه لقاح كورونا الملك_يتلقى_لقاح_كورونا,celebrity,1,"['خدم', 'حرم', 'شرف', 'خلل', 'لقه', 'لقح', 'كورو', 'ملك_يتلقى_لقاح_كورو']",positive
عاجل رئيس الوزراء الكندي سنحصل ملايين جرعة لقاح فايزر شهر الناس البقاء بيوتهم والوقت مناسبا للسفر سأتحدث الرئيس الأمريكي جو بايدن اليوم,plan,1,"['عجل', 'رئس', 'زرء', 'كند', 'حصل', 'لاي', 'جرع', 'لقح', 'يزر', 'شهر', 'ناس', 'بقء', 'بيت', 'وقت', 'نسب', 'سفر', 'أتحدث', 'رئس', 'امر', 'جو', 'بيد', 'اليوم']",positive
عاجل وزيرة الصحة تقول جرى مراجعة خطوط الإنتاج بالشركة القابضة للمستحضرات الحيوية واللقاحات استعداد لإنتاج لقاح كورونا مصر وتوفيره للدول الأفريقية,plan,1,"['عجل', 'وزر', 'صحة', 'تقل', 'جرى', 'رجع', 'خطط', 'ناج', 'شرك', 'قبض', 'حضر', 'حيي', 'لقح', 'عدد', 'إنتاج', 'لقح', 'كورو', 'مصر', 'وفر', 'دول', 'فرق']",positive
عمرو أديب بكرة مصر هتبدأ تطعيم كورونا وفي الأول الأطقم الطبية وبعده أصحاب الأمراض المزمنة كبار السن الحكاية أصل الحكاية يوم هتعرفها عمرو أديب ومتخليش يفوتك حاجة,info_news,1,"['عمرو', 'ادب', 'بكر', 'مصر', 'هتبدأ', 'طعم', 'كورو', 'وفي', 'اول', 'طقم', 'طبة', 'بعد', 'صحب', 'مرض', 'زمن', 'كبر', 'الس', 'حكي', 'اصل', 'حكي', 'يوم', 'هتعرف', 'عمرو', 'ادب', 'خليش', 'يفت', 'حجة']",positive
لقاح كوفيد حماية ولمجتمعك الحصول اللقاح والمبادرة التطعيم تجعلك ضمن الفئات المحصنة والأكثر شعور بالأمان ظل وجود الفيروس أنا_اخذت_اللقاح,advice,1,"['لقح', 'كوفيد', 'حمي', 'ولمجتمعك', 'حصل', 'لقح', 'بدر', 'طعم', 'جعل', 'ضمن', 'فئت', 'حصن', 'كثر', 'شعر', 'امن', 'ظل', 'وجد', 'يرس', 'انا_اخذت_اللقاح']",positive
الصحة أطلقت منصة الحصول لقاح كورونا طيب لنفرض انا سجلت مثلا وين رح اخذ اللقاح وكم بدي اضل المراقبة وكيف ستتم متابعتي ولنفرض اعطيت معلومات خطأ رح يتعاملوا الموقف أسئلة كثيرة بحاجة لتوضيح الصحة,personal,1,"['صحة', 'طلق', 'نصة', 'حصل', 'لقح', 'كورو', 'طيب', 'فرض', 'انا', 'سجل', 'ثلا', 'وين', 'رح', 'اخذ', 'لقح', 'وكم', 'بدي', 'اضل', 'رقب', 'وكف', 'تتم', 'تبع', 'فرض', 'اعط', 'علم', 'خطأ', 'رح', 'عمل', 'وقف', 'سئل', 'كثر', 'بحج', 'وضح', 'صحة']",positive
بدل ننشر أكاذيب وخبريات غلط اللقاحات وبدل ننشر مقاطع انو الشيطان ورا اللقاح وهالهبل وبدل نكون سطحيين بالإيمان لازم نشكر الرب انو عنا تكنولوجيا متقدمة وقدرت البشرية تطور لقاح لكورونا بوقت سريع ورح يكون فينا نحمي حالنا ويل منحبن هالفيروس هيك_لازم_نفكر,plan,1,"['بدل', 'نشر', 'كاذيب', 'خبر', 'غلط', 'لقح', 'بدل', 'نشر', 'قطع', 'انو', 'شيط', 'ورا', 'لقح', 'هالهبل', 'بدل', 'نكن', 'سطح', 'ايم', 'لزم', 'شكر', 'لرب', 'انو', 'عنا', 'كنولوج', 'تقدم', 'قدر', 'بشر', 'تطر', 'لقح', 'كورو', 'بوق', 'سرع', 'ورح', 'يكون', 'فين', 'نحم', 'حال', 'ويل', 'حبن', 'هالفيروس', 'هيك_لازم_نفكر']",positive
مجلة طبية تكشف نسبة فاعلية اللقاح الروسي ضد كورونا مباشر,info_news,1,"['جلة', 'طبة', 'كشف', 'نسب', 'فعل', 'لقح', 'روس', 'ضد', 'كورو', 'بشر']",positive
الإمارات الوقت تطلق إمارة دبي مبادرة عالمية لنقل ملياري جرعة لقاح فيروس كورونا إطار خططها لمساعدة الأمم المتحدة كشفت زوجة معتقل الرأي عبدالسلام_درويش ابنتها تستطيع تلقي اللقاح بسبب سحب السلطات لهويتها أثناء زيارتها لأبيها المعتقل عام,info_news,1,"['امر', 'وقت', 'طلق', 'مرة', 'دبي', 'بدر', 'علم', 'نقل', 'لير', 'جرع', 'لقح', 'يرس', 'كورو', 'اطر', 'خطط', 'سعد', 'امم', 'تحد', 'كشف', 'زوج', 'عقل', 'رأي', 'عبدالسلام_درويش', 'ابن', 'تطع', 'تلق', 'لقح', 'سبب', 'سحب', 'سلط', 'لهي', 'ثنء', 'زير', 'لأب', 'عقل', 'عام']",positive
وفق لقاح سيحصل فقط موافقة هيئة الأدوية الأوروبية للأشخاص تقل أعمارهم عام يعني تطعيم لكبار السن بلقاح أسترازينيكا علما ان مبدأ اللقاح وحالة الطوارئ لصنعه كانت بسبب الفئة المتضررة,info_news,1,"['وفق', 'لقح', 'حصل', 'فقط', 'وفق', 'هيئ', 'دوي', 'ورب', 'شخص', 'تقل', 'عمر', 'عام', 'يعن', 'طعم', 'كبر', 'الس', 'لقح', 'استرازينيكا', 'علم', 'ان', 'بدأ', 'لقح', 'وحل', 'طرئ', 'صنع', 'كانت', 'سبب', 'فئة', 'تضرر']",positive
خبر اصابة اكثر آلاف اسرائيلي بال كورونا تلقي الدوز الأول لقاح فايزر صحيح منهم تلقوا الدوز الثاني اغلب بأعمار كبيرة يجب التذكير ان دليلا عدم فعالية اللقاح اللحظة يجب التذكير ان فعالية اللقاح بالتالي وارد ثريد,info_news,-1,"['خبر', 'صبة', 'كثر', 'الف', 'اسرائيلي', 'بال', 'كورو', 'تلق', 'دوز', 'اول', 'لقح', 'يزر', 'صحح', 'نهم', 'تلق', 'دوز', 'ثني', 'غلب', 'أعمار', 'كبر', 'يجب', 'ذكر', 'ان', 'دلل', 'عدم', 'فعل', 'لقح', 'لحظ', 'يجب', 'ذكر', 'ان', 'فعل', 'لقح', 'تلي', 'ورد', 'ثرد']",negative
خادم_الحرمين_الشريفين يتلقى الجرعة الأولى لقاح كورونا كوفيد عكاظ ان_تكون_اولا تطبيق_عكاظ,celebrity,1,"['خادم_الحرمين_الشريف', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو', 'كوفيد', 'عكظ', 'ان_تكون_اولا', 'تطبيق_عكاظ']",positive
الصحة الجرعة الأولى لقاح كورونا يحصل الجرعة الثانية الموعد,info_news,1,"['صحة', 'جرع', 'ولى', 'لقح', 'كورو', 'حصل', 'جرع', 'ثني', 'وعد']",positive
بفضل الله بجهود حكومتنا اخذت الجرعة_الثانية لقاح كوفيد_ يحق الفخر بهذا الوطن والله مثلك بهالدنيا بلد,info_news,1,"['فضل', 'الل', 'جهد', 'حكم', 'اخذ', 'جرعة_الثانية', 'لقح', 'كوفيد_', 'يحق', 'فخر', 'بهذا', 'وطن', 'ولل', 'ثلك', 'هلد', 'بلد']",positive
أخذت اليوم الجرعة الاولى لقاح_كوفيد_ يكن ليتوفر بهذه السهولة الله سبحانه حكومتنا الرشيدة تنظيم رائع ومجهود يشكرون مركز التطعيمات مجمع المصنعه الصحي دولتنا تقدم الشيء الكثير لمواطنيها اتمنى الكل يسجل لاخذ اللقاح لمن تنطبق الشروط,personal,1,"['اخذ', 'اليوم', 'جرع', 'ولى', 'لقاح_كوفيد_', 'يكن', 'وفر', 'بهذ', 'سهل', 'الل', 'سبح', 'حكم', 'رشد', 'نظم', 'رئع', 'جهد', 'شكر', 'ركز', 'طعم', 'جمع', 'صنع', 'صحي', 'دول', 'قدم', 'شيء', 'كثر', 'واط', 'منى', 'لكل', 'سجل', 'لخذ', 'لقح', 'لمن', 'طبق', 'شرط']",positive
حديث هاه وين راجعين سرنا ناخذ تطعيم كورونا إحنا الحين سايرين التطعيم تعال وين راجع الجرعة الثانية يوم دومك مستعي,info_news,1,"['حدث', 'هاه', 'وين', 'رجع', 'سرن', 'نخذ', 'طعم', 'كورو', 'احن', 'حين', 'سير', 'طعم', 'تعل', 'وين', 'رجع', 'جرع', 'ثني', 'يوم', 'دوم', 'سعي']",positive
