text,category,stance
الحصول لقاح كورونا تفاصيل طرق حددتها وزارة الصحة مانشيت,info_news,1
حاخام إسرائيلي لقاح كورونا يحو الأشخاص مثليين,info_news,0
تطورات خطيرة تحصل النرويج يتم إثرها منع لقاح فايزر او الاقل التخفيف حملة اللقاح وفاة شخص فور تلقيهم لقاح فايزر,info_news,-1
مليون إسرائيلي تلقوا لقاحاتهم يحصل الفلسطينيون شيء لماذا يمنع الاحتلال لقاح كورونا الفلسطينيين,info_news,1
وزيرة_الصحة تعطى إشارة بدء تطعيم الفرق الطبية بـ لقاح_كورونا فى مستشفى عزل كورونا,plan,1
عوارض لقاح كورونا ينسرق حسابك عتويتر عاصي الحلاني,unrelated,0
السعودية تحصل جرعات لقاح أسترازينيكا خلال أسبوع قال الرئيس التنفيذي لمعهد سيروم الهندي للمصل واللقاح المعهد سيزود السعودية بثلاثة ملايين جرعة لقاح شركة أسترا زينيكا للوقاية كوفيد بسعر للجرعة خلال أسبوع تقريبا نيابة شركة الأدوية البريطانية,info_news,1
تركيا توفر لقاح فعال للشعب التركي وتقدم اللقاح الاصلي للسياسيين واعضاء حزب اردوغان,info_news,-1
عاجل لقاح سبوتنيك_في الروسي فعال بنسبة بالمئة مجلة ذي_لانسيت كوفيد_ كورونا لقاح_كورونا,info_news,1
مراسل العربية باريس ليث بزاري بدء حظر التجول المبكر وسقوط الثلوج يشكل عائقا توزيع لقاح كورونا العربية,info_news,1
لقاح فايزر لاصحاب النفوذ والاغنياء واللقاح الصينى للشعب الموت للفقراء,personal,0
الدكتور هشام مسعود وكيل وزارة الصحة بمحافظة الشرقية يتلقى لقاح فيروس_كورونا كوفيد ا_نطمئن,celebrity,1
الجزائر تحديد موعد وصول الدفعة الأولى لقاح سبوتنيك المضاد لكورونا,info_news,1
بحمد الله وتوفيقه أخذت اليوم الجرعة الثانية لقاح كوفيد شكرا حكومتنا الرشيدة تولينا عناية تامة وكاملة والتي تؤكد يوما يوم صحة يقيم أرض الوطن مواطن ومقيم رأس الأولويات,personal,1
عام_العمل_الجاد الحمدالله بفضل الله وكرمه تلقيت الجرعة الأولى لقاح فيروس كورونا بانتظار الجرعة الثانية شكرا بلادي الرعاية وشكرا حكومتي وشكرا قيادتي شكرا محمد_بن_زايد محمد_بن_راشد رباطيااات,personal,1
ايران هنئ الجمهورية الإسلامية الإيرانية وعلمائها الكبار وعلى رأسهم سماحة السيد الإمام الخامنئي حفظه الله والشعب الإيراني الشقيق نجاح إنتاج لقاح كورونا إنجاز إيراني يتم طرحه الأخبار الشهر المقبل وهناك لقاحات أخرى إيرانية مشتركة مبارك لهذه الدولة,info_news,1
نائب أمير نجران الأمير تركي بن هذلول حفظه الله يتلقى الجرعة الأولى لقاح كورونا فيروس_كورونا,celebrity,1
طبيعة عمل ابني علي حفظه الله مدينة الأمير سلطان الطبية العسكرية اخصائي مختبرات طبية أهلته لتلقي الجرعة الأولى لقاح فايروس كورونا أسأل الله يجريها دمه مجرى الصحة والعافية,personal,1
الملك الأردني يكشف أعراض لازمته يومين تلقي لقاح كورونا,celebrity,0
خامنئي جلاد القرن اللقاحات الأمريكية والبريطانية ممنوعة دخول البلاد أثق بهذه الدول فهي نفسها فشلت إدارة كورونا موقف الدجالیة المحتال التزویر ألیس الأمر بقتل الناس الصمت ضد قتل الأبرياء الی متی لقاح_فايزر لقاح_كوفيد_ لقاح_فيروس_كورونا,info_news,1
الإمارات تعيين ممرضة للمشاركة حملة توفير لقاح كورونا,info_news,1
بيل جيتس يقول مصدوم نظريات المؤامرة المجنونة والشريرة تقول أني أخطط لزرع مليارات الرقائق الإلكترونية البشر للتحكم طريق نشر وباء عالمي إنتاج لقاح لحقنهم بتلك الرقاقة ويصر محاولة معرفة يقف النظريات المنشورة وسائل التواصل,rumors,0
قال وزير المالية السعودي محمد الجدعان خلال مؤتمر دافوس بلاده تتفاوض لشراء كميات إضافية لقاح كورونا لمصلحة دول فقيرة أفريقيا إضافة اليمن اندبندنت_عربية_تغنيك,plan,1
شو بتعمل كحزاب بالسلطة بأزمة تاريخي عم بتموت الناس يوم بتطلب مناصرينك يوم يطلقوا هاشتاغ جديد بشعار جديد لصالح حزبك وبتعمل سبق حزب تاني بالسلطة وهيك الناس بتلاقي وظائف وبتط بب وبتاخذ لقاح ضد الوباء وبيستقر سعر صرف العملة معك_لبنان_بخير,requests,1
الداخلية تأجيل موعد رفع تعليق السفر للمواطنين وفتح المنافذ لـ تأخر الشركات المصنعة لـ لقاح_كورونا تسليم الدفعات المتعاقد عليها الأوقات المحددة أهمية الوصول معدلات مناعة مجتمعية مرتفعة المملكة السماح بالسفر ظل وجود موجة ثانية الجائحة كثير الدول,info_news,1
ان يصل ڤايروس خميني كوفيد_ لقاح العراق السعودية كورونا,others,0
نرى المرشد الإيراني يغرد بسخرية لقاح كورونا ورئيس أمريكا الحالي ترمب يستطيع التعبير رأيه والتغريد منصة تويتر بعيد آرائه يؤكد تماما الديمقراطية كذبة زائفة يتغنى الساسة حول العالم شائوا لتحقيق أهدافهم أدلجة عقول الشعوب لضرب بلادنهم,info_news,0
خادم الحرمين الشريفين الملك سلمان بن عبد العزيز يتلقى الجرعة الأولى لقاح كورونا الملك_سلمان_بن_عبدالعزيز,celebrity,1
رغم اعتماده دولتي البحرين الإمارات يعد لقاح سينوفاك الصيني آمنا للاستخدام خليج_العرب,info_news,1
رحلة شهر دبي وتلقي لقاح كورونا يكلفك حوالي إسترليني اندبندنت_عربية_تغنيك,info_news,1
نقبل نجرع الموت لقاح متصهين نريد_لقاح_آمن,info_news,1
أردوغان يتلقى لقاح كورونا صور فيديو,celebrity,1
الإطاحة برئيس أركان الجيش الإسباني تلقيه وبعض أفراد الجيش لقاح_كورونا بغير وجه حق متجاوزين الفئات الأولوية لقاح_كورونا أزمة_كورونا كورونا إسبانيا هنا_المملكة,info_news,0
تفاعلكم الفنان الكبير محمد_عبده يتلقى لقاح كورونا مركز التطعيم جدة وينشر الفيديو عبر حسابه تويتر,celebrity,1
قال رئيس لجنة تنفيذ أمر الإمام_الخميني رض لقاح إيراني للكورونا سيدخل السوق ابريل القادم وفقا للخطة المرسومة وذكر دولا عديدة بينها دول مجاورة أعلنت رغبتها الاستفادة اللقاح الإيراني لكنها تطلب رسميا عشرة_الفجر,plan,1
بحمد الله تلقيت الجرعة الأولى لقاح_كورونا كوفيد_ وسط إجراءات تنظيمية سلسة وميسرة الشكر والتقدير لحكومة خادم الحرمين الشريفين وضعت صحة وسلامة الإنسان أولا وكلي فخر بعناية أبطال الصحة أثبتوا للعالم قدرات المملكة وثباتها الأزمات وتعاملها معها باحترافية,personal,1
تطرقت سابقا لضرورة نشر بيانات مفصلة لإرتفاع الإصابات مؤخرا الإمارات بت المعلومة مفر إنتشار الإشاعات وتسيدها للمشهد وها أسوشييتد پرس تصف دبي ببؤرة للفيروس إشكال إرتفاع العدد بنية تحتية صحية قوية وحملة تطعيم الأوسع,info_news,1
عاجل مدير مؤسسة الغذاء والدواء للمملكة لقاح أسترا زينيكا ولقاح روسي جانب لقاح جونسون آند جونسون قيد الدراسة,info_news,1
أتمنى الكرام مطالعة كلام الدكتور مرندي رئيس أكاديمية العلوم الطبية لقاح_آمن _,info_news,1
أردوغان يعلن بدء التطعيم بـ لقاح_كورونا الأسبوع الحالي لفت الرئيس أردوغان الحكومة سترفع تدابير كورونا تدريجيا انخفاض الإصابات حد معين فعلت سابقا,plan,1
في_العلن ندرس تراخيص لعدد اللقاحات المتقدمة لقاح فايزر هشام الجضعي رئيس الهيئة العامة للغذاء والدواء تستاهل_الحب_السعودية,info_news,1
تناوله لقاح كورونا السديس الملك سلمان ضرب أروع الأمثلة الأخذ بالأسباب,celebrity,1
عاجل المتحدثة باسم البيت الأبيض الرئيس بايدن ملتزم بتوفير مليون جرعة لقاح كورونا خلال الـ يوم الأولى السلطة الرئيس بايدن تحدث أعضاء الكونغرس بخصوص الأحداث وقعت يوم ندعم التحقيقات شأن أحداث وهي زالت جارية,plan,1
وسم لقاح_آمن وسم انطلق اليوم عدد الناشطين تخطى تغريدة يزال يتصاعد حجم الوسم قائم كتل متقاربة يظهر شبكة الوسم ارتفاع الوسم طبيعي وتدريجي جاري متابعة الوصول,info_news,1
وعد العالم بأن للقاح التركي سيخدم البشرية جمعاء أردوغان لأخذ لقاح كورونا الصيني عثمانلي تركيا لقاح_كورونا,info_news,0
ممرض يتلقى لقاح_كورونا مصر أتخوف التجربة,personal,1
تاريخ اللقاء السؤال واليوم الجواز_الصحي عبر تطبيق توكلنا بشرط إكمال تطعيمات لقاح_كورونا,info_news,1
سبب غريب وراء عدم حصول نوال_الزغبي لقاح كورونا صدى_البلد البلد,celebrity,-1
الإمارات تعلن توفير لقاح_كورونا لجميع المواطنين والمقيمين بدءا سن عاما إرم_نيوز كورونا,info_news,1
الحمد لله وفقت اليوم الوالد الغالي بأخذ الجرعة الأولى لقاح كوفيد_ معارض الظهران الدولية شعور بالفخر والاعتزاز بشباب وشابات بلدي والمجهودات العظيمة اللتي تقدمها وزارة_الصحة امتدادا لتوجيهات قيادتنا الحكيمة لخدمة المواطن والمقيم,personal,1
قل يعبؤ ربي دعاؤكم اغتر العالم بأنجازهم ومهما تمكنوا صنع لقاح يقاوم أقوى السلالات الوبائية ينفع بشكل تام يلازمه دعاء وسجود لرب العالمين فأن لطفه وعنايته أقوى مناعة ضد فيروس أعتقد ومتيقن ملجأ الا لله,personal,0
اول لقاح لخنزير البلد العربي,unrelated,0
يكون الدين والتدين مرض نفسي عندما يبتكر العلم لقاح لفيروس كورونا ويأتي شيخ دين ليسأل مكوناته وهل المحرمات كالخنزير فعليك تدرك الشيخ وكل أتباعه بلا استثناء مرضى نفسيين أنه يوجد إنجاز حياتهم التمسك بخرافات توحي أنهم مميزون,personal,1
صاحب شركة فايزر يرفض اخذ لقاح شركته ال مفعولا بحجة صحته جيدة طبيب لبناني اخذه لقاح فايزر الجرعتين انصاب بكوفيد حالته الان حرجة جدا المانيا نفهم,celebrity,-1
اردوغان يستمر سياسته الارهابية داخل تركيا فهو يوفر لقاح كورونا لفئة السياسيين الموالين لحزب العدالة والتنمية مجانا يقدمه لباقي الشعب بسعر مضاعف,plan,1
وزيرة_الصحة تكشف خريطة جرعات لقاح_كورونا المقرر توفيرها للتطعيم كورونا,requests,1
سعد_اكل_الطعم ومليون لقاح صيني,requests,0
وفاة شخصا النرويج تلقي لقاح فايزر المضاد لكورونا المصدر إير نبوز,info_news,-1
مخاوف سلامة مصنع لإنتاج لقاح كورونا عاصفة ببريطانيا,info_news,1
رويترز السعودية تحصل لقاح أسترازينيكا للوقاية فيروس كورونا معهد سيروم الهندي خلال أسبوع,info_news,1
مبرووك للوطن إنتاج أول_لقاح_سعودي ضد فيروس كورونا المستجد تمكنت الدكتورة إيمان المنصور وفريقها البحثي جامعة الإمام عبدالرحمن بن فيصل تصنيع لقاح سعودي ضد فيروس كورونا المستجد باستخدام تقنية تحتاج للتجميد درجات حرارة منخفضة,info_news,1
يومين طلع خبر كاذب انو النواب رح ياخدوا اللقاح المواطنين ضل حدا انتقد وعصب حقهم اليوم طلع خبر انو الحريري عندو مساعي ليجيب لقاح الامارات ولحد الأن الخبر مش اكيد ومستشاره نفى اي شي بيصدر رسميا عنه هول الناس بطل بدهم لقاح ومش بعيد يقولوا بدو يقتل العالم,others,1
الحمد لله تلقيت اليوم الجرعه الأولى لقاح كورونا وكلي فخر بوطني الغالي والتميز جودة الخدمات المقدمة أبطال الصحة دام عزك وطن,personal,1
البعض يقول أطباء ضد التطعيم لكنهم يخافون إبداء رأيهم رأي طبيب رأي شخصي البحث الفيصل الرأي الأبحاث بينت فعالية لقاح وأمانه فهنا نتحدث تقوله الأبحاث علاقة بمنظمة الصحة العالمية منظمة بفرض رأي البحث الدليل وعنوان الحقيقة,personal,1
مايصحش تغلطي الغلطة دي دكتورة عالم فيروسات يضع وزيرة الصحة موقف حرج بسبب ضعف معلوماتها لقاح أسترازينيكا,others,0
مراسل العربية لندن أحمد العناني يوم أسود بريطانيا بتسجيل وفاة كورونا لتصبح الأولى أوروبيا والخامسة عالميا رغم النجاح تطعيم ملايين شخص,info_news,1
الوزير الأول عبد العزيز جراد يتلقى لقاح سبوتنيك بعيادة الينابيع بالعاصمة,celebrity,1
وزير الصحة يحث أفراد المجتمع التقيد بالتدابير الوقائية والحرص لبس الكمامة والمبادرة بالتسجيل للحصول لقاح كورونا,plan,1
دراسة أمريكية حديثة تكشف بأن لقاح فايزر بيونتك المضاد لكورونا يعمل بفعالية ضد سلالات الفيروس المتحورة ظهرت أسابيع بريطانيا وجنوب إفريقيا انتشرت دول أخرى حول العالم,info_news,1
السيسي بدء حملة تطعيم الأطقم الطبية بلقاح كورونا صدى_البلد البلد,info_news,1
بكل فخر فريق الباحثين السعوديين بقيادة الدكتورة إيمان المنصور ينجح إنتاج لقاح سعودي لفيروس كورونا المستجد بطريقة مبتكرة يحتاج درجات حرارة منخفضة وستبدأ التجارب السريرية قريب نجاحه فئران التجارب إنتاج مناعة خلوية ومناعة الأجسام المضادة,info_news,1
صورة وخبر الرئيس التركي رجب طيب اردوغان يتلقى جرعة لقاح كورونافاك الصيني الخميس ليكون مثالا يحتذى بدأت أنقرة حملة تطعيم واسعة,celebrity,1
وزير الصحة السلطنة تقبل تطعيم دواء التأكد مأمونيته,plan,1
فايزر لقاح كورونا فعال ضد السلالة البريطانية والجنوب إفريقية الفيروس,info_news,1
تغيير ملموس طريقة تفكير المغاربة بخصوص اللقاح المضاد لفيروس كورونا المستجد فلم يعد تشكيك مصداقية ونجاعة حملة التطعيم الجماعية المرتقبة المواطنون يترقبون انطلاقتها الرسمية التوصل بجرعات لقاح أسترازينيكا المغرب لقاح كورونا أسترازينيكا مواطنون,info_news,1
ليش الدولة بدها تنطر الحريري سندباد يروح يبوس صندل الامارات ليجيب مليون لقاح صيني ببلاش بالمقابل الدولة الحالية بتقدر بتلفون عالسفارة الصينية تجيب مليون لقاح واحتمال كبير كمان ببلاش شو هال بتبويس الصنادل يلي عارفين تطلعوا مش اساس شرقا نياعء,personal,0
أكتر دولة بتطعم الناس اسرائيل انها تعاقدت فايزر زمان ودفعت الجرعة أكتر ال دفعته امريكا وغيرها كشرط للتسلم بدري وشغاله تطعيم لكل الناس وناوية تطعم الكل ماعدا فلسطيني الارض المحتلة طبعا,info_news,1
حسين الجسمي ينضم لقائمة النجوم تلقوا الشهور والأسابيع الأخيرة لقاح كورونا,celebrity,1
يحول الناس شواذ حاخام إسرائيلي يحذر أتباعه لقاح كورونا,rumors,-1
المعادلة تخوض البشرية حربا ضد وحش اسمه كورونا تأتي الدولة وتوفر درع اسمه لقاح وترفض الدرع لأوهام تراودك وتجازف وتقاتل مكشوف الصدر وتخسر نفسك وتضحي بمجتمعك تندم فقدان أحبائك الخيار تأخذ اللقاح تخسر وتبقى ضحية الوهم نظرية المؤامرة,info_news,1
الرئيس الأمريكي بايدن سنوزع مليون جرعة تطعيم ضد كورونا يوم إدارتي سنقدم خطة للتعافي وعودة الطلاب للمدارس ومساعدة العائلات الأميركية,plan,1
يتداولون فيديوهات تحذر استخدام اللقاحات للوقاية كورونا خاف أخذها كثير كبار السن وأصحاب الأمراض المزمنة وهذا الأمر خطير جدا لأنه يعرضهم للإصابة وقد يرحلون لقاح أقرته وزارة الصحة الإماراتية وهي حريصة صحتنا لنأخذه توكلا الله ثقة بحكومتنا الرشيدة,rumors,-1
يجب الالتزام بالإجراءات الاحترازية لقاح كورونا,advice,1
الحمدلله شحنه لقاح اكسفورد هتوصل مطار القاهره انهارده الفجر عرفنا كده دلوقتي لقاح بالنظام القديم المتعارف للقاحات بالطبع لقاح لقاح جونسون سيكون غيره جرعتين مسهل الاحوال يارب لان معدل الاصابات بالطفره الجديده للاسف يؤشر لوجود موجه جديده اخر ابريل,info_news,1
لقاح فايزر للقيادات وأبنائهم وعظام الرقبة واللقاح الروسي للشعب مش_هيك,personal,-1
تبدأ مصر الأحد حملة التطعيمات ضد فيروس_كورونا والطواقم الطبية المتلقين للقاح مصر ستحصل مليون جرعة اللقاح تكفي لتطعيم مليونا السكان,info_news,1
بحمد الله وتوفيقه تم اخذ لقاح كوفيدا الجلسه الثانيه الملاحظ التطور الجميل التنظيم والإنجاز اقل وقت الشكر لله اولا لحكومتنا الرشيده لماتوليه اهتمام بصحة المواطن وشكرت لرجال الصحه وفي مقدمتهم معالي الوزير,personal,1
زمن الكورونا اذا الدوله بدها تجيب مليون ونصف مليون عم او لقاح مين بكفوا اركان الدوله اللي تطعموا الجسم الطبي وادارات المستشفيات والممرضين والممرضات والواسطات للاهل والاقارب يبقى للمواطنيين لازم يفتحوا لوكلاء الادويه الباقيين,personal,1
اردوغان الارهابي يقوم بالتفضيل الشعب اللقاح يتوفر للشعب عبارة لقاح_كورونا تجريبي لقاح فئة السياسيين,plan,0
لازم الدولة توصي مليون لقاح لأن بدنا نحسب حساب التهريب سوريا مووو هيك,requests,1
تغريدة مرئية كانت تجربة مزعجة الاثار الجانبية للجرعة الثانية لقاح كورونا التعامل معها بالامر الصعب اهم شي اللي بياخذ الجرعة يستعد بالبندول والراحة والسوائل صباح_الخير,personal,1
خبر جديد بايدن يوقع أمر لتوفير مليون جرعة فورا لقاحي موديرنا وفايزر ويوقع أمرا بإنشاء مراكز تطعيم اجتماعية وسننسق آلاف الصيدليات لإيصال اللقاحات للجميع بداية بايدن يصدر أوامر لتوزيع اللقاحات ويتراجع أمره التنفيذي باليوم التالي,plan,1
جون ابي زيد السفير الأمريكي السعودية لقاح كورونا موجها حديثه لطبيبة سعودية شكرا تصنعونه لبلادكم معجبون جدا بحاجة لأن نكون مثلكم الشأن ابناء الوطن وبناته مشرفون المجالات,celebrity,1
مشكلة الحاقدين إنهم بيعرفوا إنو السم إيران شفاء لقلوبنا لقاح لفيروس كورونا دولة_الولي,personal,1
لازم المسؤولين عنا يفهموا أنو المطلوب منن يستوردوا لقاح كورونا ومش يخترعوه أحسن ننطر شي سنة فاقتضى التوضيح,requests,1
أخبار الصحة دقيقتين لقاح كورونا يحميك احذر المخالطة بريطانيا تسابق الزمن بعدد التطعيمات اليومية سلالات قاتلة الإنفلونزا تتفشى بأوروبا,info_news,1
عاجل الرئيس الأمريكي المنتخب جو بايدن يتلقى الجرعة الثانية لقاح فايزر بيونتك الخاص بفيروس كورونا بايدن توفير اللقاح للأمريكيين أولويتي الأولى,celebrity,1
بفضل الله تلقيت الجرعة الأولى لقاح كوفيد الشكر لقيادتناالحكيمة ظل خادم الحرمين الشريفين وسمو ولي العهد وفقهم الله لحرصهما الدائم صحة الفرد والمجتمع وكل التقدير لجهود أبطال الصحة أبناء الوطن الغالي أدام الله نعمة الأمن والأمان مملكتنا الغالية,personal,1
لقاح سبوتنيك يصل الجزائر وهذه خطة التطعيم,info_news,1
كوبا تتعاون إيران اختبار لقاح كورونا,info_news,1
صباحك ومطرحك وزارة الصحه والسكان تطلق الموقع الالكتروني الخاص بالتسجيل للحصول لقاح فيروس كورونا اسمعنا اصل_الحكايه_فيها_يونس,plan,1
خامنئي يحظر إيران استيراد لقاحات أمريكية وبريطانية وقد أبلغ المسؤولين بذلك وأقولها علنا الأمريكيون يستطيعون إنتاج لقاح شهد بلدهم الفشل الذريع مكافحة كورونا,info_news,-1
مراسل العربية نيويورك طلال الحاج تخفيض شركة فايزر حجم شحنات لقاح كورونا أوروبا مؤقت لإجراء تحسينات بهدف رفع الإنتاج بنسبة,info_news,1
تزايد الإصابات مجلس النواب اللبناني يصادق قانون استيراد لقاح كورونا العربي_اليوم,plan,1
فايزر تحقق فى وفاة الأطباء حصوله جرعة لقاح كورونا,info_news,-1
لبنان البعض مصر الحصول اللقاح الأميركي الفضيحة الليلة الولايات_المتحدة تملك يكفي لقاح للجرعة الثانية يجب إعطائها لمن اخذوا الجرعة الأولى خلال أيام,plan,1
ياالله تبطي سنينك يااللي بقلوبنا شايلينك الملك_يتلقي_لقاح_كورونا سلامتك_يا_ابوفهد,celebrity,1
مافيك شي وامورك طيبه تاخذ تطعيم حتي الحيوانات جربوه ليش,personal,1
نتنياهو يتلقى الجرعة الثانية لقاح كورونا تلقى رئيس وزراء إسرائيل بنيامين نتنياهو الجرعة الثانية لقاح كورونا ليكون الأول يتلقى الجرعة وذلك بالتزامن تشديد إجراءات العزل العام إسرائيل عينك_على_العالم,celebrity,1
دراسة تكشف مدى فعالية لقاح فايزر ضد طفرة موجودة سلالتين مختلفتين فيروس كورونا,info_news,1
لقاح_كوفيد_ السعودية_العظمى اللهم الحمد والشكر تلقيت الجرعة الثانية لقاح كورونا وأحمد الله سبحانه وتعالى النعمة أوجدها الباري عز وجل حكومتنا الرشيده أيدها الله بالنصر والعزة شكرا لكل أبناء الوطن الأوفياء,info_news,1
سلاله جديده قديمه اللي قادر يتحمل سلاله العونيه وتيارون هيدا اخد اقوى لقاح بالعالم,info_news,1
الجرعة الثانيه الأخيرة لقاح كورونا متوقعا الجرعة الثانية حمى خفيفة أوجاع طفيفة بالمفاصل استمرت ساعة تمنعني مزاولة العمل الحياة اليومية بالشكل المعتاد,personal,1
ستعلن الادارة المؤقتة موعد جديد للانتخابات متقوع ان يكون القادم موعد يمكن الطعن بحال استمرت القيود دعوني اخبركم شيء استمرار القيود فرضية قائمة لان الاتحاد الاوروبي متعثر جدا بتوفير لقاح كورونا,requests,1
عاجل فايزر تتوقع عائدات قدرها مليار مبيعات لقاح كوفيد,info_news,1
تطعيم وفحص وقائي لتعزيز صحة مسني رعاية الرياض,unrelated,0
فايروس كورونا والبيـان الفصل ومـاهو بالهزل الإمام ناصر محمد اليماني رمضان هـ لقاح_كورونا كوفيد_,info_news,0
سيدي خادم_الحرمين_الشريفين الملك_سلمان يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1
السيسي نعمل إيجاد لقاح لكورونا احنه بنتكلمش يتعامل بلحة مؤسساتية الدولة وكأنها بقالة,plan,1
حسافة سنة انت فاهم غلط انت مو فاهم شي لقاح يتجاوز المرحلة التجريبية توجد اي دراسات امان تتحمل مسؤولية اضراره اي جهة ولم يفسح الان وتتفاخر بانك حقل تجارب العوض,info_news,1
شكرا القلب لوطني الحبيب وولاة الامر والقطاع الصحي كاملا الجهود المميزة والتي وضعتنا بمقدمة البلدان والحمدالله اخذت اول جرعة لقاح دواعي سروري وحظي ان اعطاني الجرعة زميل مهنة طبيب_اسنان ابناء البلد المعطاء نفاخر,personal,1
خطأ يتسبب بت لف مئات الجرعات لقاح موديرنا,info_news,1
امريكا تصدر الموت وجه الكوكب أمينة ان يؤخذ اي لقاح او علاج يوهب الحياة نريد_لقاح_آمن,info_news,1
مستشار الرئيس المصري تعاقدنا رسميا لتوفير مليون جرعة لقاح كورونا,info_news,1
المفوضية الأوروبية توافق استخدام لقاح موديرنا المضاد لفيروس كورونا مركز_الأخبار,info_news,1
بالفيديو الملك سلمان يتناول الجرعة الأولى لقاح مضاد لفيروس كورونا,celebrity,1
حبوب_اللقاح تعتبر حبوب لقاح النحل وصفة غذاء وتداو شائعة أغلب المجتمعات لعدد العوارض الصحية وهي يجمعها النحل بغرض تغذية يرقاته تعتبر المواد الطبيعية الغنية بالعناصر المغذية وهي خليط حبوب اللقاح واللعاب والعسل,unrelated,0
عاجل سمو رئيس مجلس الوزراء ووزير الدولة لشؤون مجلس الوزراء ووزير الصحة والناطق الرسمي للحكومة يتلقون الجرعة الثانية لقاح فيروس كورونا الكويت صباح_الخير صباح_السعاده,celebrity,1
جوفينكو لمجرد نقاش عادي الحكم عطاه كرت بيتروس رغم خشونته اعتراضاته احتجاجه المتكرر الا انه يجد الدلال المستمر الطبطبة فروخ_المهنا الاكيد ان بيتروس اخذ الجرعتين لقاح الكروت الملونة فأصبح محصن,info_news,1
اللي اخذوا لقاح الكورونا يقولون والله ماتعور يذكرونك ايام المدارس الابتدائية يعطونا شنتورة,personal,1
سمو رئيس الوزراء الشيخ الخالد رؤوسا وزارة الصحة حان قطافها عاجزين فكريا الفان تطعيم باليوم كافي إطلاقا الجماعة سبات عميق كنت تريد الإصلاح أنهض قلم وزارة الصحة ابتلينا,plan,1
ماما_أنيسه تتلقى لقاح فيزر ضد فيروس كورونا ربي يحفظها ويطول بعمرها يارب والسامع يقول آمين اللهم_امين,personal,1
شاهد تداعيات لقاح الكورونا,info_news,0
ضيفي المهندس محمد سودان قادة الاخوان_المسلمين مصر يقول السيسي يبني القصور للأغنياء والكثير السجون لمعارضيه بينما حياة الشعب المصري تزداد يوم رأيكم الاهلي الزمالك القاهرة الإسكندرية لقاح_كورونا مصرى مصريه كورونا مقاطعه_المنتجات_الفرنسيه,unrelated,0
نوال_الزغبى وضح سبب عدم حصولها لقاح_كورونا وتعلق المطربة اللبنانية عبر حسابها تويتر بأنها تستطيع تلقي اللقاح حاليا بسبب ظروفها الصحية مؤكدة أنها قلل شأن وفعالية اللقاح تم فهم كلامها بشكل خاطئ نجوم مشاهير اخبار_الفن لبنان كورونا_لبنان,personal,0
اللهم الحمد والشكر تم اخذ الجرعه الثانيه لقاح كورونا شكرا حكومتنا الغاليه شكرا لكل ساهم التنظيم الرائع,personal,1
لقاح إسباني ضد كورونا يظهر فعالية بنسبة الفئران,info_news,1
موظف سكة الحديد بياخد لقاح قبلك تذكر هيدا الشي,personal,1
اسرار تطعيم ونجاح الحمضيات او الموالح كنت محترف جزء,unrelated,0
حث الإقبال بأسرع يمكن لقاح مضاد لــ كورونا الدكتور فاوتشي يعرب للرئيس بايدن تفاؤله بتراجع أعداد الوفيات والإصابات بسبب الوباء نقطة ضوء نهاية النفق العربية,info_news,1
الرئيس عون وقع مرسوم نقل اعتماد بقيمة مليار لمنصة لحجز مليونين لقاح كورونا,plan,1
معلومات التعديل الجيني الحمض النووي بواسطة الكريسبر نشرت المواقع انه المحتمل يكون ضمن لقاح كورونا تقنية,unrelated,0
شاهد معم رة تركية تبلغ عام تتلقى لقاح كورونا تلقت المعم رة التركية أطلس ياراي البالغة العمر عام الجرعة الأولى لقاح كورونا مدينة بيتلس شرق يتركيا وذلك ضمن إطار حملة اللقاح لمن الـ عام أطلقتها وزارة الصحة التركية,info_news,1
جدل الجزائر حول لقاح سبوتنيك الروسي وصوله البلاد,info_news,-1
وأظهر لقاح موديرنا مستوى مرتفع الحماية الجرعة الأولى حوالي ويتميز بسهولة التخزين للقاح فايزر بايونتيك برأيك ستقضي اللقاحات فيروس كورونا جعفر_توك كورونا قاح_كورونا مودرنا,info_news,1
مليون وربع اردني مغتربين بدول العالم تخيلوا تخرج الابواق ببعض الدول تطالب بعدم اعطائهم لقاح كورونا بسبب العنصريين الي بحرضوا لاجئيين تركيا مصر الخليج لديها اكثر الف اردني تخيلوا يتعاملون معهم بعنصريه بسبب جماعة جهاز سامسونج لطالما الاردنيين غياثين الملهوف,plan,1
عاجل وكالة الأنباء السعودية الملك سلمان يتلقى الجرعة الأولى لقاح كورونا,celebrity,1
لقاح_كورونا قسم العالم معسكرين دول غني استفردت باللقاحات دول أخرى فقيرة نامية تتابع صور حملات التطعيم الحصول يبدو المعركة ضد الوباء باتت لقاحي بامتياز وتخضع لاعتبارات تجارية جيواستراتيجية بحتة الجزائر,info_news,1
الحصول لقاح كورونا دفع بألوف اللبنانيين سياسيين واقتصاديين وفنيين واعلاميين ومتمولين للتوجه الى السعودية والامارات اجل حماية صحتهم وحياتهم طريق المناعة السياسية والاقتصادية والامنية للبنان واللبنانيين نفسه طريق المناعة الصحية والاجتماعية شت ان المناعة والممانعة,info_news,1
فيديو أطباء الجامعات_السعودية يؤكدون أهمية لقاح فيروس كورونا,info_news,1
