id,text,stance,predictions
1633,اخبار اليوم قطر استطعت الوصول الي تسوية مع دول الجوار وتستعد لاستضافة كاس العالم الامارات اتمت تطعيم مليون مواطن امارتي ضد فيروس كورونا السعودية موتمر صحفي لمشروع مدينة نيوم العملاق ليبيا ثلاث فردي خبزه بجنيه,1,positive
1634,وقد خيل للبعض أنه بمجرد تلقي لقاح فيروس_كورونا لن يكون مضطرا بعدها لارتداء الكمامة او التباعد الاجتماعي كون التطعيم يوفر له الحماية القصوى من الفيروس إلا ان الواقع عكس التخيل ومن الممكن الاصابة بفيروس كوفيد حتى بعد الحصول على اللقاح كونه لا يؤمن حماية مطلقة,-1,negative
1635,عوارض لقاح الكورونا يا رب لطفك النخبة,1,positive
1636,أردوغان ملايين جرعة من لقاح كورونافاك الصيني قد تصل إلى تركيا بحلول نهاية هذا الأسبوع,0,neutral
1637,أمير المدينة ونائبه يتلقيان الجرعة الأولى من لقاح كورونا,0,neutral
1638,الذين تلقوا لقاح فيروس كورونا إسرائيل الإمارات البحرين بريطانيا أمريكا إيطاليا إسبانيا أيرلندا كندا ألمانيا بولندا النرويج تركيا روسيا فرنسا الصين السعودية,0,neutral
1639,بعد إعلان مصر التعاقد على شراء مليون جرعة من لقاح أكسفورد أسترازينيكا لمكافحة كورونا معلومات عن هذا اللقاح تفاصيل,0,neutral
1640,موقف ونصيحة من الاخ صالح الجسمي بخصوص لقاح كورونا,0,neutral
1641,وصول لقاح أسترازينيكا صوت_وصورة أسترازينيكا الحملة_الوطنية_للتلقيح,0,neutral
1642,بالرغم من أن لقاح شلل الأطفال كان من أهم الاكتشافات الطبية في الخمسينات وأنقذ ملايين الأطفال فإن لم يحصل على جائزة نوبل ولم يكن مرحبا به في المؤسسات العلمية هذا الرجل أنجز لقاحا دون شركات ودون معاهد أبحاث ولم يكن المال هدفه ولذلك هاجموه وعزلوه,-1,negative
1643,أ ف ب لقاح موديرنا فع ال ضد النسختين المتحو رتين البريطانية والجنوب إفريقية من كوفيد,-1,negative
1644,مستشار الرئيس الاميركي للامراض المعدية انتوني فاوتشي داعيا الى عدم المقارنة بين نسبة حماية اللقاحات نتائج لقاح جونسون اند جونسون تظهر بين اسبوع و ايام وهو سهل الخزن ويحتاج جرعة واحدة وهناك قدرة لانتاجه بكميات كبيرة,0,neutral
1645,قرار رفض اللقاح الامريكي هو حق نريد_لقاح_آمن,0,neutral
1646,منتدى الجالية السودانية بأيرلندا يستضيف أحد أهم الباحثين في مجال أبحاث لقاح فيروس_كورونا وأحد علماء السودان في مجال الفيروسات د يسري عبدالله طه الذي يشارك فريقا طبيا من جامعة أكسفورد الذي يقود التجارب لانتاج وتطوير لقاح ضد مرض كوڤيد رابط اللقاء,1,positive
1647,وفاة شخصا في الولايات المتحدة بعد تلقيهم لقاح كورونا هذا عدى غير المعلن,-1,negative
1648,السيد علي الخامنئي لو كان الأميركيون يستطيعون إنتاج لقاح لما شهد بلدهم مثل هذا الفشل الذريع في مكافحة فيروس كورونا لقاح_آمن,-1,negative
1649,بعد حريق في أكبر معهد لإنتاج اللقاح في الهند والعالم فيضانات تضرب مستودعات تخزين لقاح كورونا فى بريطانيا بركاتك يا بايدن يابو كعب محني,-1,negative
1650,السيسى اخد و ضباطه لقاح فايزر_بايونتيك المعتمد من منظمة الصحة و جاب للشعب اللقاح الصيني شحاته على حساب القاتل هشام طلعت قاتل سوزان تميم بينما الطيب اردوغان احضر للشعب التركي اللقاح الصيني وكان من اوائل الي تلقى اللقاح كقائد و قدوه للشعب ده الفرق بين المنتخب و المنقلب,-1,negative
1651,إن حظر شراء لقاح كورونا من قبل خامنئي المجرم هو جريمة ضد الإنسانية إنه مسؤول عن قتل الآلاف من المواطنين المحرومين والمضطهدين في مذبح كورونا على المجتمع الدولي أن يدين بشدة هذه الجريمة وأن يجبر النظام على إزالة الحواجز أمام التطعيم واکسن_حق_مردم إیران,-1,negative
1652,الدكتورة السودانية سيدة محجوب البشير خريجة جامعة الخرطوم كلية الطب البيطري في العام في مقدمة علماء شركة مودرنا الأمريكية التي انتجت انجح لقاح لكورونا د سيدة هي المدير الاداري لمعامل شركة مودرنا ومسؤولة مباشرة عن المعمل,0,neutral
1653,قام قراصنة بتسريب بيانات لقاح الخاص بشركة و عبر الإنترنت,-1,negative
1654,عاجل متحدث وزارة الصحة بعد الجرعة الأولى من لقاح كورونا يحتاج الجسم من أسبوع إلى أسبوعين حتى يصل إلى بداية بناء المناعة داخل الجسم وكذلك بعد الجرعة الثانية سيحتاج من أسبوع إلى أسبوعين للوصول للمناعة العالية التي تجعله في مستوى مقاوم ضد هذا الفيروس السعودية,0,neutral
1655,الملك محمد السادس يختار أن يكون أول الملقحين ضد الفيروس بالمملكة وذلك في رسالة طمأنة للشعب المغربي وردا على ما راج حول جودة اللقاحات وفعالياتها وتأثيراتها المستقبلية الملك_محمد_السادس لقاح فيروس_كورونا المغرب حملة_التقليح سينوفارم,1,positive
1656,الولايات المتحدة الصيدلي المتهم بإفساد مئات الجرعات من لقاح موديرنا يقر بذنبه,-1,negative
1657,ما ظل حدا ما بعثلي ع الواتس اب لينك إن كنت صحافيا وترغب بتلقي لقاح كورونا عشان سجل اسمي يا عمي لا أرغب لا أرغب بعثو اللينك لراغب علامة ربما هو يرغب,0,neutral
1658,خادم_الحرمين_الشريفين يتلقى الجرعة الأولى من لقاح فيروس كورونا عـاجـل,1,positive
1659,نتائج ممتازة ونشرها في حد ذاته خطوة إيجابية جدا والعالم كسب لقاح جديد,1,positive
1660,روسيا اختبارات اللقاح المشترك بين سبوتنيك و استرازينيكا قد تبدأ في السعودية قريبا,0,neutral
1661,السفير الأميركي يشيد بالكفاءة السعودية في تنظيم إجراءات لقاح كورونا,1,positive
1662,خايفة يجيبوا لقاح الكورونا و ما يكف ينا يقوموا يزيدوا عليه مي منقولة,-1,negative
1663,صفقاتهم بيد عملائهم وهذا يتوارد مع استكبارهم نريد_لقاح_آمن,1,positive
1664,الامارات تعلن توفير لقاح كورونا للجميع بدءا من سن عام فعليا السعودية والإمارات اثبتوا براعتهم بإدارة أزمات وكوارث إنسانية مثل أزمة تفشي كوفيد_ وعلى دول العالم كل أن يتخذوا من هذين المثالين قدوة ويتعلموا منهما فلسطين البحرين الكويت قطر أحمد_مازن,1,positive
1665,هل ستأخذون لقاح كوفيد_ اذا لا الرجاء مشاركتنا وجهة نظركم عبر تعليق,0,neutral
1666,واذا ما قارنا هذه النسب مع المجوعة الثانية فإن المناعة الطبيعة التي توفرها الاصابة السابقة من الكوفيد هي لمدة أشهر على الاقل مدة الدراسة بينما المناعة من لقاح فايزر مودريرنا وصلت الفكرة,-1,negative
1667,كيف يعمل مغير قواعد المواجهة جونسون يستخدم لقاح شركة جونسون فيروسا غديا لنقل جين من فيروس كورونا إلى الخلايا البشرية ثم تنتج الخلية بروتينات فيروس كورونا لكن ليس فيروس كورونا نفسه يمكن لهذه البروتينات أن تحفز جهاز المناعة على محاربة العدوى اللاحقة بالفيروس,0,neutral
1668,أستراليا تجري تحقيقا حول لقاح فايزر,0,neutral
1669,انا عندي اربع اطفال وواحد منهم لم اعطه اي لقاح ويشهد الله فرق كبير بينه وبين اولادي الذين اخذوا لقاحاتهم للاسف ندمت كثيرا لاعطاؤهم لقاحات سامه,1,positive
1670,خادم الحرمين الشريفين سلمان بن عبدالعزيز يتلقى الجرعة الاولى من لقاح كورونا,0,neutral
1671,وزير_التعليم يتلقى الجرعة الأولى من لقاح كورونا بمشاركة مسؤولي الوزارة والجامعات وينوه بالجهود الكبيرة التي تبذلها القيادة الرشيدة للاهتمام بصحة الإنسان ويشيد بمستوى التنظيم من وزارة الصحة عكاظ ان_تكون_اولا تطبيق_عكاظ,1,positive
1672,امريكا سبب دمار الشعوب كيف نأمن لها ونشتري منها القاح نريد_لقاح_آمن,-1,negative
1673,فريق من الباحثين السعوديين بقيادة الدكتورة إيمان المنصور ينجح في إنتاج أول لقاح سعودي لفيروس كورونا المستجد,1,positive
1674,لقاء مع فوزي كبارة السفير اللبناني لدى المملكة خلال تلقيه الجرعة الثانية من لقاح فايروس كورونا لا يسعني إلا أن أشكر مملكة الخير وقيادتها الحكيمة لكل ما تقدمه لشعبها الطيب وجميع المقيمين على أرضها الطاهرة أحداث,1,positive
1675,قلق بالغ في النرويج من وفيات بين فئة عمرية معينة كبار السن بعد أخذ لقاح_فايزر,-1,negative
1676,صحيفة آي ويكند البريطانية السبت يناير جرعة واحدة من لقاح جونسون وجونسون يمكن أن يحول آفاق مكافحة كوفيد وأثناء التجربة السريرية لم يدخل أحد المستشفى أو مات بسبب الفيروس ومن المقرر تسليم مليون جرعة إلى بريطانيا خلال النصف الأول من هذا العام,-1,negative
1677,لقاحكم مو آمان نريد_لقاح_آمن,-1,negative
1678,المختبر البيولوجي في ووهان مملوك لشركة جلاكسو و شركة فايزر التي بالصدفة هي من ينتج لقاح كوفيد والتي عن طريق الصدفة تدار من قبل شركة بلاك روك الإستثمارية للكمامات والتي تدير بالصدفة الشئون المالية لشركة وشركة جورج سوروس للمعقمات يامحاسن الصدف,0,neutral
1679,في مثل هذا اليوم تم انتاج فايروس خميني في مختبرات فرنسا تحت اشراف بريطانيا و الى هذا اليوم لم نجد له لقاح او علاج العراق كورونا لبنان الكويت,0,neutral
1680,نحتاج لقاح ضد التفكير الزايد,-1,negative
1681,منظمة الصحة العالمية سيكون لدينا مليون جرعة لقاح كورونا لمنطقة الشرق_الأوسط في آذار المقبل الشرقية_نيوز,0,neutral
1682,الحمد لله على نعمة العظيمة بفضل من الله اخذت اليوم الجرعة الثانية من لقاح كورونا الحقيقة جهود رائعة و تنظيم فاخر الحمدالله اني سعودي,1,positive
1683,بعد حظر خامنئي اللقاحات الغربية طهران بصدد إجازة تجربة لقاح كوبي على الإيرانيين العربية,-1,negative
1684,الشعب التركى اصبح لا يريد اردوغان بسبب افعاله الظالمه وسياسته الارهابيه المتطرفه حيث قام بإعطاء لقاح كورونا الفعال مجانا لمواليه والشخصيات السياسيه التابعه لحزب العدالة والتنمية ويعطيه بضعف السعر لباقى الشعب وغير فعال,-1,negative
1685,أري أن دولتنا الامارات لم تدخر جهد في التعامل مع جائحة فيروس كورونا حيث وفرت جرعة من لقاح كوفيد خلال الـ ساعة الماضية يدا_بيد_نتعافى و نقضي علي الجائحة ان شاء الله,1,positive
1686,إقلب مخاوفك لا تخلها تسرح وتمرح كثير مثلا إعمل بخطة هاجم مخاوفك بتدرج إطلع من منطقة الراحة جر ب شي مختلف تماما مارس التأم ل يوما دقيقة أحضر دورة دسمة سافر بدون لقاح لو أمكن إحسم الماضي بموقف واعي عب ر بعمق لكن بشكل لطيف,1,positive
1687,الإمارات أكثر من مليون شخص حصلوا على لقاح فيروس كورونا,1,positive
1688,قلة الإيمان هي حالة الرعب التي يعيشها البعض خوفا من مرض نسبة الشفاء منه تتجاوز قلة الإيمان هي الاعتقاد أن النجاة والخلاص من هذا المرض في لقاح,-1,negative
1689,الحمد والشكر لله سبحانه وتعالى أخذت الجرعة الثانيه من لقاح كورونا مع شكري وتقديري لحكومتنا الرشيده وفقهم الله وسدد خطاهم كم أنا فخور ومعتز أنني مواطن سعودي,1,positive
1690,شركة فايزر تحقق مع فايزر لا يمكنني تخيل كيف يمكنهم التحقيق في موضوع وفاة أشخاص بعد حصولهم على لقاح فايزر مع وجود واضح للتضارب في المصالح يقول المثل المصري قالوا للحرامي احلف قال جالك الفرج,1,positive
1691,مع إنطلاق منصة تسجيل الأسماء لأخذ لقاح كورونا في لبنان بشكل إختياري هل ستسجلون لأخذ اللقاح ماذا عن هواجسكم وآرائكم,0,neutral
1692,بعد عام كامل من الوباء فقط من البشر اصيب بالكورونا ومعظمهم تشافوا لو انتظرنا عام آخر ربما بالكاد نصل ل فقط د فاوتشي يريد تطعيم من سكان الأرض هذا العام هذا الامر لم يحدث بتاريخ البشرية,-1,negative
1693,جبران_مريض لدرجة أنه يريد تنويع مصادر إستيراد اللقاح من دول غربية وشرقية إرضاءا لحليفه الخبيث ولمرشده الأعلى الذي يعتقد أن لقاح الغرب سم قاتل باسيل_للتعطيلات,-1,negative
1694,بعد لحظات سأعلن عن لقاح لفيروس كورونا,0,neutral
1695,بدي اسال سؤال كيتر ناس عم تشكك بالقاح كورونا طيب هلق شركة نفسها عم تشتغل على لقاح للسرطان بس ينزل ناس بدها تشكك انا بقول بدها تشتريه مهما كان تمنو صح,-1,negative
1696,للمرة الرابعة وفي غضون سنتين سيدلي الإسرائيليون بأصواتهم في انتخابات تشريعية مبكرة وحكومة نتانياهو تطلق حملة_تلقيح واسعة إسرائيل,0,neutral
1697,أدعم أن يوث ق كل شخص نفسه في فيديو لحظة أخذه لقاح كورونا هذه المرة نشر الفيديو جزء من التوعية بضرورة الحصول وليس من باب الترويج لسلعة معينة كما في حالات مختلفة غير مشابهة لعنصر الدعاية فلماذا يخشى البعض اللقاح أكثر من الفيروس صحة الإنسان غاية وليست رفاهية محصورة بفئة,-1,negative
1698,جهود المملكة في توفير لقاح كوفيد يتحدث عنها عميد كلية العلوم الطبية التطبيقية المكلف بـ جامعة_جدة واستشاري الطب الجزيئي فيروسات د المنذر هرشان,1,positive
1699,وزارة الصحة الإماراتية تعلن عن تسجيل لقاح سبوتنيك الروسي المضاد لفيروس كورونا للاستخدام الطارئ وكالة الأنباء الرسمية وام,0,neutral
1700,مستشار_الرئيس_للصحه مصر تتسلم دفعات جديدة من لقاح_كورونا خلال أيام كورونا للتفاصيل,1,positive
1701,وزيرة تنمية المجتمع تتلقى لقاح كوفيد_ اخترت_التطعيم يدا _بيد_نتعافى برق_الإمارات,1,positive
1702,غالبية الشعوب مصابه بفايروس البلاهة الفكرية والثقافية أعتقد بانه يجب عليهم البحث عن لقاح فعال لهذه الآفات بدلا من لقاح لكورونا فكورونا لم يقتل أحدا بل اراح تلك الأرواح من فايروسات أخطر,-1,negative
1703,فرنسا توافق على استخدام لقاح_موديرنا ضد فيروس_كورونا عاجل هنا_المملكة,0,neutral
1704,انطلاق حملة تطعيم الروسيين ضد كورونا والكرملين قلق من تداعيات الطفرات الجديدة,-1,negative
1705,تنطلق غدا أولى حملات تحص ن_وتطم ن التي تنظمها كلية_الصيدلة الإكلينيكية ممثلة بنادي صيدل الطلابي بالتعاون مع التجمع الصحي الأول بالمنطقة الشرقية ممثلا بمستشفى عنك العام وتهدف الحملة إلى التوعية بأهمية لقاح كورونا جامعة_الإمام_عبدالرحمن_بن_فيصل,0,neutral
1706,عاجل أردوغان باحثا تركيا يشرفون على مشروعا لتطوير لقاح ضد فيروس كورونا,1,positive
1707,الممثل الشهير وحاكم ولاية كاليفورنيا السابق شوارزنيغر تلقى جرعة من لقاح كوفيد روسيا روسيا_اليوم أخبار صور فيديو كوفيد فيروس_كورونا أرنولد_شوارزينغر,0,neutral
1708,تلقى رئيس الوزراء قبل قليل الجرعة الثانية من لقاح كورونا,0,neutral
1709,اليوم أخذنا كعائلة الجرعة الثانية من لقاح_كورونا واعجز عن شكر دولة الامارات التي وفرت اللقاح للمواطنين والمقيمين مجانا وبخدمات تعجز عنها دول عظمى,1,positive
1710,عاجل مطلوب مليون لقاح مليون فقط بسرعة اشهر لنوقف الكارثة والمعاناة والعودة للحياة الطبيعية ل في لبنان كورونا ازدياد سريع نسبة الاصابة من عندهم كورونا في المستشفيات والعناية والاصطناعي والطوارىء والبيوت الالاف,-1,negative
1711,صار إلنا برقبتو ألف وظيفة ومليون لقاح ضد كورونا الرئيس_المكل ف_بالوعود لبنان,-1,negative
1712,عاجل أردوغان باحثا تركيا يشرفون على مشروعا لتطوير لقاح ضد فيروس كورونا,1,positive
1713,شركة فايزر تعلن تأخير تسليم لقاح كورونا للأوروبيين مشيرة أن إدخال تعديلات بعملية الإنتاج وتسريع وتيرته قد يؤثر على مواعيد التسليم,-1,negative
1714,الإمارات تسجل لقاح سبوتنيك الروسي للاستخدام الطارئ الذي أظهرت نتائج الدراسات أنه فع ال ونتجت عنه استجابة قوية وتوليد أجسام مضادة للفيروس وآمن للاستخدام وام برق_الإمارات,1,positive
1715,لقاح كوفيد متوفر لجميع أفراد المجتمع ابتداء من عمر عاما يدا_بيد_نتعافى كوفيد وزارة_الصحة_ووقاية_المجتمع_الإمارات,0,neutral
1716,اللقاح الأمريكي غالي ومو آمن نريد_لقاح_آمن,-1,negative
1717,قلق وتساؤلات بعد قرار بريطانيا تأجيل الجرعة الثانية من لقاح فايزر,-1,negative
1718,الاتحاد الأوروبي الاتفاق على شراء مليون جرعة إضافية من لقاح فايزر بايونتك العربية_عاجل,0,neutral
1719,في خضم هذه الجائحة التي ألمت بالبشرية لقاح_فايزر يتم استخدامه بشكل سياسي واضح في أمريكا أعتقد أنهم يغطوا فشل لقاح فايزر بإعلان سلالة جديدة الموضوع سياسي جزء من ندوة عقدت بباريس حول اللقاح أنتم_اونلاين هند_القحطاني_تجلد_بدور اوقفوا_حرب_اليمن فايزر_سياسي دلال_القحطاني,-1,negative
1720,انطلاق حملة تثقيفية في بدر_الجنوب للتأكيد على أهمية لقاح_كورونا,1,positive
1721,كانون الأو ل أعلنت وزارة الصحة في الإمارات عن التسجيل الطارئ للقاح ضد فيروس كوفيد في الدولة الخاص بشركة فايزر بيونتيك ليصبح ثاني لقاح يتم تسجيله واعتماده في الإمارات كانون الثاني مجلس النواب في لبنان يقر اقتراح قانون استيراد اللقاحات مع بعض التعديلات,0,neutral
1722,تجارة بالأرواح تجارة بالدواء تجارة بعلاج مخفف لعوارض الكورونا من فيتامين لغيرو وآخر شي بقولوا لقاح الكورونا بدو يوصل لكل الناس عم بنعيش بطمع وجشع وقة أخلاق وقلة حياء وبمجتمع عم يحترق بس ما حدا دفيان,-1,negative
1723,النائب فادي سعد لـ وهلق_شو أول دفعة من لقاح فايزر سوف تصل في شباط,0,neutral
1724,لابد ان تكون هناك رؤيه وخطه واضحه واجراءات تضمن الانتهاء من تطعيم على الاقل من الشعب خلال فترة اشهر منذ بدء عمليه التطعيم بغير ذلك لن نكون قد حققنا الهدف المرجو من وقف انتشار الفايروس وسنعود الى نقطة الصفر,1,positive
1725,فايزر نعمل على تسليم ملياري جرعة لقاح ضد كورونا خلال العام الحالي العربية_عاجل,1,positive
1726,إنجاز جديد رسم البسمة في وجوهنا تمثل في البدء بتصنيع لقاح سينوفارم من طرف الإمارات و هو لقاح وطني خلال العام الجاري ولا ننسى الشيء المفرح أكثر هو من السكان يتلقون لقاح كورونا,1,positive
1727,خبرية المليون جرعة من اللقاح ضد الكورونا تاع الحريري بتشبه إلى حد بعيد خبرية مؤتمر سيدر و ألف وظيفة راح ورجع معو لقاح وراح ورجع ولقحنا كلنا بالبيت من دون شغل ولا مدخول بلا_مزح,-1,negative
1728,عاجل الاتحاد الأوروبي يعلن الاتفاق على شراء مليون جرعة إضافية من لقاح فايزر بايونتك بروكسل,0,neutral
1729,فنان العرب محمد عبده يتلقى لقاح كورونا في مركز اللقاحات بجدة,1,positive
1730,هية اللقاحات الى جاية من الامارات سواء الصينى او استرازنكا مش جايين ببللاش وهدايا من الامارات ندفع فلوس فيهم لية وبعدين انهردة بعتو الف جرعة من لقاح استرازنكا هما هينقطونا فكروهم اننا مليون,-1,negative
1731,تلقى رئيس الوزراء الاسرائيلي الجرعة الثانية من لقاح فيروس كورونا,0,neutral
1732,كورونا النرويج ترجح أن آثار اللقاح الجانبية وراء الوفيات الأخيرة وكالة الأدوية النرويجية تقول تكشف وفاة ما لا يقل عن شخصا عقب تلقيهم لقاح فايزر ـ بيونتيك المضاد لفيروس كورونا,-1,negative
1733,وزير الصحة البريطاني تم تطعيم قرابة من الأشخاص فوق سن ال في المملكة المتحدة المملكة المتحدة سباق عظيم لسرعة التطعيم,-1,negative
1734,الأردن يعتبر من أوائل الدول على مستوى العالم التي بدأت في تقديم اللقاح للاجئين المقيمين على أراضيه,1,positive
1735,عاهل المغرب الملك محمد_السادس يتلقى الجرعة الأولى من لقاح كورونا,1,positive
1736,نجح الرئيس سعد الدين رفيق الحريري بتأمين ألف لقاح من دولة الإمارات العربي ة المتحدة للشعب اللبناني على أن تقد م للطواقم الطبي ة والأكثر حاجة من اللبنانيين مجانا ومن المتوق ع أن تصل هذة الجرعات قبل وصول اللقاح لوزارة الصح ة,1,positive
1737,استشاري الذئبة الحمراء لا تمنع المصابين بها من أخذ لقاح كورونا,-1,negative
1738,كلام الدكتور صحيح لا فرق بين اللقاح الصيني أو الروسي أو الأمريكي أو الأنجليزي أو الهندي المالك واحد ومصمم الأزمة واحد أقرأ المقالة بتمعن لمعرفة كيفية عمل لقاح كوفيد الجديد,0,neutral
1739,الاتحاد الاوروبي الذي وعد العالم اجمع بانه سيوزع لقاح كوفيد على جميع المحتاجين يقترب من حرب اهلية بالفعل حول اللقاحات والمواجهة على اشدها بين دوله ويتجه تدريجيا للاستلام وقبول اللقاحات الصينية والروسية لرعاياه,-1,negative
1740,يتكلم الملحن سمير صفير والصحافي جمال فياض عن أهمية أن يشارك نجوم الفن تحديدا أصحاب الاموال في المساعدة ماديا لتأمين لقاح الكورونا للناس ألا تعرفان نفسيات بالمئة من هؤلاء النجوم شحاذون بلا شرف استعراضيون بلا ضمير إذا بتقو ص بإيد الواحد منهم ما بيفتحها ويزحفون,1,positive
1741,الملك_سلمان بن عبد العزيز حفظه الله يتلقى لقاح كورونا في المملكة,1,positive
1742,عمان_لايف وزارة الصحة تعلن عن وصول الدفعة الثانية من لقاح فايزر بيونتيك الم ضاد لفيروس كورونا كوفيد وتتضمن ألف ا و جرعة,0,neutral
1743,حظر استيراد اللقاح ي سجل كل حالة وفاة باسم خامنئي واکسن_حق_مردم لقاح_كورونا لقاح_فايزر لقاح_كوفيد_ لقاح_فيروس_كورونا,-1,negative
1744,لماذا لا يجب عليك محاولة تقديم لقاح فيروس كورونا الخاص بك إلى شخص آخر بحاجة إليه,0,neutral
1745,لقاح كورونا جسد بلا روح علي شمالك لوجو عملية السرعة القصوى شراكة بين القطاعين العام والخاص أطلقها ترامب الصهيونب لتسهيل وتسريع تطوير وتصنيع وتوزيع لقاحات وهم كورونا وعلاجاته ووسائله التشخيصية علي يمينك لوجو أو جسر قوس قزح الذي يفضح يتبع,-1,negative
1746,صحة_دبي تتسلم الشحنة الأولى من لقاح استرازينيكا لتضيفها إلى قائمة اللقاحات المضادة لمرض كوفيد التي توفرها في منشآتها الطبية والشحنة الأولى قادمة من الهند وذلك بفضل الجهود التي بذلتها وزارة الخارجية والتعاون الدولي الإماراتية بالتعاون مع الخارجية الهندية صحيفة_الخليج,1,positive
1747,المغرب يتوصل بأول دفعة من لقاح سينوفارم الصيني,1,positive
1748,اذا كنت تظن ان ابن وزير رايح ياخذ لقاح صيني وابن معلم ياخذ فايزر فانت انسان مريض نفسي ولازم تعتزل الناس فورا,-1,negative
1749,منح السودان كميات مقدرة من أمصال الكورونا للمساهمة في تطعيم الشعب السوداني كمساهمة من حكومة بلاده في التصدي لجاحة كورونا وأن الامصال ستصل البلاد خلال الأيام القليلة القادمة,1,positive
1750,مراسل العربية في القاهرة أحمد بجاتو مصر تبدأ تطعيم الأطقم الطبية ضد كورونا ووزيرة الصحة تؤكد فاعلية اللقاح الصيني بنسبة,0,neutral
1751,بمعزل عن موقفي الشخص لجهة عدم اخذ اي لقاح ما زال قيد التجربة فإن ه لا إشكال شرعا في أخذ أي لقاح غربي أو شرقي لمن يثق به وعدم تضرره ضررا مهما ان أخذه وللتوضيح فإن الإمام القائد لم يصدر فتوى او حكما بعدم استعمال اللقاح الغربي فقط منع من ادخاله الى إيران لعدم الثقة به,-1,negative
1752,بينها الإمارات دولة عربية توافق رسميا على استخدام لقاح سبوتنيك الروسي ضد فيروس كورونا من هي,0,neutral
1753,وصول الدفعة الثانية من لقاح سبوتنيك الروسي إلى الأرجنتين,0,neutral
1754,اللي يقول ان التطعيم لما يتم اختباره لعدد كافي التاريخ يقول ان تطعيم شلل الاطفال الناجح قد تم اختباره على عدد اقل من البشر و بدا فى استخدامه واللي يقول ان التطعيم يغير الجينات ال لا يدخل الى نواة الخلية التى تحتوى على سلسلة الجينات ويقوم بتغيرها,0,neutral
1755,قهوة مجانا في دبي لمن تلقى لقاح كورونا الإمارات اليوم,0,neutral
1756,بما انو ست مي عملتلي بلوك بدي عزبكن حدا يوصلا دم جوزف طوق ببشري بعد ما نشف وبما انو قلبك ع نازخين ولاجئين تفضلي تبرعي من حصة القوات لان انتو بدكن لقاح بالوطنية بالاول اللقاح_للبناني_بالاول وانتو انتمائكن للخارج,-1,negative
1757,شكرا ل يلي عم يعبوا طلبات لاخذ اللقاح انا رح انطر و شوف شو بصير فيكن و برجع باخدوا لقاح_كورونا,0,neutral
1758,سلطنة_عمان تتسلم ألف جرعة من لقاح أوكسفورد أسترازينيكا الم ضاد لفيروس كورونا م قدمة من المعهد الهندي للأمصال واللقاحات,0,neutral
1759,بفضل الله اخذت اليوم الجرعه الاولى من تطعيم فايزر التنظيم اكثر من رائع استقبال ومعاملة راقيه كل الشكر والتقدير لوزارة الصحة ومنسوبيها نسأل الله ان يحفظ الجميع,1,positive
1760,دراسة بحثية لأول لقاح سعودي ضد كورونا عكاظ ان_تكون_اولا تطبيق_عكاظ,0,neutral
1761,في النصف بقي ظهر نمط جديد هو احنا ازاي ناخد لقاح صيني مش سينييه و ازاي نقدر نوصل للقاح ده و هل مصر هتستورده لاننا لا يمكن ناخد اللي العامة هياخدوه و يااي و اوه لا لا لازم فايزر,-1,negative
1762,الاعلامي عامر الرجوب يتلقى لقاح فيروس كورونا على الهواء مباشرة,0,neutral
1763,قال ما بياخد لقاح امريكي و عم يجغل بال,-1,negative
1764,تكفل الجزائر بحصة تونس من لقاح كورونا ليس بالأمر الجديد او الغريب عن بلد ورث مبدأ حسن الجوار والاخوة من ثورة نوفمبر المجيدة,1,positive
1765,اهم من لقاح كورونا لازمنا لقاح لغباء العوني قدو جحش ما فيه للكذب_عنوان_عون_وجبران,-1,negative
1766,عم ينحكى انو اول ناس سيتلقون لقاح كوفيد في لبنان هم ذكور المنظومة الحاكمة يعني السياسيين انا اؤيد ان يحصلوا هم اولا على اللقاح لانه حرام هالعقول النيرة والذكية تنصاب بالفيروس وتبطل تعطينا حلول خلاقة للبنان,-1,negative
1767,صدعنا أصحاب الوساوس القهرية عن لقاحات كورونا بملايين الوساوس التي تحذر الناس منها وكان إولى بهم في بلادنا إن يتساءلوا بدلا عن وساوسهم أسئلة اخرى كمثل هل يمكن أن يغش اللقاح هل سيحسن النقل والتخزين هل ستكون الجرعة الأولى والثانية من نفس النوع وهل سيدفع الفقراء ثمن لقاح الأغنياء,-1,negative
1768,الرئيس دياب ترأس اجتماع اللجنة الوزارية لمتابعة خطة لقاح وباء كورونا صرخة الناس مفهومة ومسموعة ونحن بحاجة للصبر أيام ا معدودة حتى نبدأ نلمس نتائج لا نريد إهدار هذا الإقفال بقرارات متسر عة,1,positive
1769,عامل نظافة أول شخص يتلقى لقاح كورونا في حملة تطعيم بالهند,1,positive
1770,خادم الحرمين يتلقى الجرعة الأولى من لقاح كورونا,1,positive
1771,مجموعة طلعت مصطفى تتحمل تكاليف لقاح كورونا لـ مليون مواطن,0,neutral
1772,في الوقت الذي بدأ فيه استخدام بعض لقاحات كورونا حول العالم لماذا لا يمكن تطعيم الأطفال ضد الفيروس المستجد في الوقت الحالي جاك_العلم,-1,negative
1773,صور وزير_الرياضة الأمير عبدالعزيز بن تركي الفيصل يتلقى الجرعة الأولى من لقاح كورونا عكاظ ان_تكون_اولا تطبيق_عكاظ,0,neutral
