text,category,stance,sentiment,words,errors,errors_count,sentence_length
الصحة العالمية تحور يفرض علينا أساليب جديدة لمواجهته,info_news,1,positive,"['الصحة', 'العالمية', 'تحور', 'يفرض', 'علينا', 'أساليب', 'جديدة', 'لمواجهته']","{'العالمية', 'يفرض', 'تحور', 'الصحة', 'جديدة', 'علينا', 'لمواجهته', 'أساليب'}",8,52
المعلمون المجموعة الثانية ستتلقى لقاح كورونا تركيا,info_news,1,positive,"['المعلمون', 'المجموعة', 'الثانية', 'ستتلقى', 'لقاح', 'كورونا', 'تركيا']","{'كورونا', 'لقاح', 'الثانية', 'المعلمون', 'المجموعة', 'تركيا', 'ستتلقى'}",7,50
دول أوروبية تعرب قلقها البالغ تأخر تسليم لقاح فايزر,info_news,1,positive,"['دول', 'أوروبية', 'تعرب', 'قلقها', 'البالغ', 'تأخر', 'تسليم', 'لقاح', 'فايزر']","{'تعرب', 'دول', 'لقاح', 'قلقها', 'فايزر', 'تأخر', 'تسليم', 'البالغ', 'أوروبية'}",9,51
حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1,positive,"['حفظه', 'الله', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'كوفيد']","{'كورونا', 'الله', 'الأولى', 'لقاح', 'كوفيد', 'حفظه', 'الجرعة', 'يتلقى'}",8,47
دكتور فاوتشي لهذا السبب يجب الأشخاص تلقي لقاح بأسرع وقت ممكن,info_news,1,positive,"['دكتور', 'فاوتشي', 'لهذا', 'السبب', 'يجب', 'الأشخاص', 'تلقي', 'لقاح', 'بأسرع', 'وقت', 'ممكن']","{'لهذا', 'فاوتشي', 'لقاح', 'دكتور', 'الأشخاص', 'بأسرع', 'السبب', 'ممكن', 'تلقي', 'يجب', 'وقت'}",11,60
لقاح هندي ضد كورونا يصل مسقط,info_news,1,positive,"['لقاح', 'هندي', 'ضد', 'كورونا', 'يصل', 'مسقط']","{'كورونا', 'لقاح', 'هندي', 'ضد', 'مسقط', 'يصل'}",6,28
تستقبل الدفعة الأولى لقاح فيروس كورونا,plan,1,positive,"['تستقبل', 'الدفعة', 'الأولى', 'لقاح', 'فيروس', 'كورونا']","{'كورونا', 'الأولى', 'الدفعة', 'لقاح', 'تستقبل', 'فيروس'}",6,38
وزيرة الإعلام اقترحنا يكون للإعلاميين الاولوية تلقي لقاح كورونا ,info_news,1,positive,"['وزيرة', 'الإعلام', 'اقترحنا', 'يكون', 'للإعلاميين', 'الاولوية', 'تلقي', 'لقاح', 'كورونا']","{'كورونا', 'الإعلام', 'لقاح', 'للإعلاميين', 'يكون', 'الاولوية', 'اقترحنا', 'تلقي', 'وزيرة'}",9,64
يواصل الكذب علي شعبه ويقدم لقاح فعال للشعب التركي للخروج أزمة فيروس كورونا,plan,-1,negative,"['يواصل', 'الكذب', 'علي', 'شعبه', 'ويقدم', 'لقاح', 'فعال', 'للشعب', 'التركي', 'للخروج', 'أزمة', 'فيروس', 'كورونا']","{'كورونا', 'ويقدم', 'علي', 'يواصل', 'لقاح', 'التركي', 'فيروس', 'للشعب', 'أزمة', 'فعال', 'الكذب', 'للخروج', 'شعبه'}",13,74
عادل العدوي نهدف يكون لدينا خطوط إنتاج لقاح كورونا مصر بالتنسيق خطوط الإنتاج العالمية ,info_news,1,positive,"['عادل', 'العدوي', 'نهدف', 'يكون', 'لدينا', 'خطوط', 'إنتاج', 'لقاح', 'كورونا', 'مصر', 'بالتنسيق', 'خطوط', 'الإنتاج', 'العالمية']","{'العدوي', 'كورونا', 'العالمية', 'لقاح', 'يكون', 'عادل', 'خطوط', 'نهدف', 'مصر', 'لدينا', 'إنتاج', 'الإنتاج', 'بالتنسيق'}",13,86
المتحدث باسم جون يتم تطعيم بصدد إيقاف الخطة نراجع بروتوكولات حماية قواتنا,plan,1,positive,"['المتحدث', 'باسم', 'جون', 'يتم', 'تطعيم', 'بصدد', 'إيقاف', 'الخطة', 'نراجع', 'بروتوكولات', 'حماية', 'قواتنا']","{'المتحدث', 'بروتوكولات', 'يتم', 'تطعيم', 'بصدد', 'إيقاف', 'باسم', 'جون', 'قواتنا', 'الخطة', 'حماية', 'نراجع'}",12,73
ارتفاع الوفيات لمليونين تحذر عواقب استمرار حصول مواطني الدول الغنية لقاح مقابل بطء وصوله الفقيرة ,requests,1,positive,"['ارتفاع', 'الوفيات', 'لمليونين', 'تحذر', 'عواقب', 'استمرار', 'حصول', 'مواطني', 'الدول', 'الغنية', 'لقاح', 'مقابل', 'بطء', 'وصوله', 'الفقيرة']","{'الفقيرة', 'ارتفاع', 'الغنية', 'لقاح', 'عواقب', 'الدول', 'مواطني', 'حصول', 'لمليونين', 'تحذر', 'وصوله', 'بطء', 'مقابل', 'الوفيات', 'استمرار'}",15,97
الفنان عبادي الجوهر يتلقى لقاح فايروس كورونا,celebrity,1,positive,"['الفنان', 'عبادي', 'الجوهر', 'يتلقى', 'لقاح', 'فايروس', 'كورونا']","{'الجوهر', 'كورونا', 'الفنان', 'لقاح', 'عبادي', 'فايروس', 'يتلقى'}",7,44
بإمكانك التسجيل عبر تطبيق صحتي لأخذ,advice,1,positive,"['بإمكانك', 'التسجيل', 'عبر', 'تطبيق', 'صحتي', 'لأخذ']","{'صحتي', 'لأخذ', 'تطبيق', 'عبر', 'بإمكانك', 'التسجيل'}",6,35
إيران تبرم عقدا لاقتناء وإنتاج لقاح سبوتنيكالروسي ,plan,1,positive,"['إيران', 'تبرم', 'عقدا', 'لاقتناء', 'وإنتاج', 'لقاح', 'سبوتنيكالروسي']","{'إيران', 'لاقتناء', 'لقاح', 'سبوتنيكالروسي', 'تبرم', 'وإنتاج', 'عقدا'}",7,50
الف وظيفة الف لقاح كتير علينا والله هالسعادة,info_news,1,positive,"['الف', 'وظيفة', 'الف', 'لقاح', 'كتير', 'علينا', 'والله', 'هالسعادة']","{'لقاح', 'هالسعادة', 'الف', 'والله', 'كتير', 'علينا', 'وظيفة'}",7,44
الله ان يجعل معها العافية وطولة العمر  يـ فهد ,celebrity,1,positive,"['الله', 'ان', 'يجعل', 'معها', 'العافية', 'وطولة', 'العمر', 'يـ', 'فهد']","{'الله', 'يجعل', 'وطولة', 'العافية', 'يـ', 'معها', 'العمر', 'فهد', 'ان'}",9,46
خبر عاجل آية الله خامنئي يحظر استيراد لقاح أمريكي بريطاني لفيروس كورونا,plan,-1,negative,"['خبر', 'عاجل', 'آية', 'الله', 'خامنئي', 'يحظر', 'استيراد', 'لقاح', 'أمريكي', 'بريطاني', 'لفيروس', 'كورونا']","{'عاجل', 'الله', 'يحظر', 'أمريكي', 'لفيروس', 'خامنئي', 'لقاح', 'كورونا', 'خبر', 'آية', 'استيراد', 'بريطاني'}",12,71
اليوم أخذت الجرعة الأولى لقاح كورونا بالصحة السلامة رب شكرا دولة شكرا,personal,1,positive,"['اليوم', 'أخذت', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'بالصحة', 'السلامة', 'رب', 'شكرا', 'دولة', 'شكرا']","{'كورونا', 'اليوم', 'رب', 'الأولى', 'لقاح', 'أخذت', 'السلامة', 'بالصحة', 'دولة', 'الجرعة', 'شكرا'}",11,69
نستهدف تطعيم نصف السكان خلال الربع الأول,info_news,1,positive,"['نستهدف', 'تطعيم', 'نصف', 'السكان', 'خلال', 'الربع', 'الأول']","{'الربع', 'خلال', 'تطعيم', 'نستهدف', 'نصف', 'الأول', 'السكان'}",7,40
تم بحمد الله الجرعة الثانية اللقاح المضاد لكورونا,personal,1,positive,"['تم', 'بحمد', 'الله', 'الجرعة', 'الثانية', 'اللقاح', 'المضاد', 'لكورونا']","{'الله', 'بحمد', 'الثانية', 'لكورونا', 'اللقاح', 'المضاد', 'الجرعة', 'تم'}",8,49
قصر باكنجهام الملكة إليزابيث الثانية وزوجها يتلقيان لقاح فيروس ,celebrity,1,positive,"['قصر', 'باكنجهام', 'الملكة', 'إليزابيث', 'الثانية', 'وزوجها', 'يتلقيان', 'لقاح', 'فيروس']","{'قصر', 'إليزابيث', 'يتلقيان', 'الملكة', 'باكنجهام', 'الثانية', 'وزوجها', 'لقاح', 'فيروس'}",9,63
الحمدلله اخدنا لقاح كورنا   تنظيم واستقبال  ورحابة صدر  شي راقي جدآ,personal,1,positive,"['الحمدلله', 'اخدنا', 'لقاح', 'كورنا', 'تنظيم', 'واستقبال', 'ورحابة', 'صدر', 'شي', 'راقي', 'جدآ']","{'لقاح', 'الحمدلله', 'كورنا', 'اخدنا', 'واستقبال', 'راقي', 'شي', 'جدآ', 'تنظيم', 'ورحابة', 'صدر'}",11,67
عاجل الإمارات تعلن تقديم جرعة لقاح فيروس كورونا خلال الـ ساعة الماضية والإجمالي يتخطى مليون جرعة,info_news,1,positive,"['عاجل', 'الإمارات', 'تعلن', 'تقديم', 'جرعة', 'لقاح', 'فيروس', 'كورونا', 'خلال', 'الـ', 'ساعة', 'الماضية', 'والإجمالي', 'يتخطى', 'مليون', 'جرعة']","{'عاجل', 'كورونا', 'لقاح', 'تقديم', 'خلال', 'جرعة', 'مليون', 'تعلن', 'الـ', 'والإجمالي', 'ساعة', 'فيروس', 'يتخطى', 'الإمارات', 'الماضية'}",15,96
حصلت اليوم الجرعة الثانية ولله الحمد,celebrity,1,positive,"['حصلت', 'اليوم', 'الجرعة', 'الثانية', 'ولله', 'الحمد']","{'اليوم', 'ولله', 'الثانية', 'حصلت', 'الحمد', 'الجرعة'}",6,36
عدوة الشعوب ترفض استعمارها  والنوايا الشيطانية,info_news,1,positive,"['عدوة', 'الشعوب', 'ترفض', 'استعمارها', 'والنوايا', 'الشيطانية']","{'عدوة', 'والنوايا', 'الشيطانية', 'ترفض', 'الشعوب', 'استعمارها'}",6,46
تطعيم الإنفلونزا الموسمية يقي فايروس كورونا   شاركونا آرائكم الهاشتاق,personal,0,neutral,"['تطعيم', 'الإنفلونزا', 'الموسمية', 'يقي', 'فايروس', 'كورونا', 'شاركونا', 'آرائكم', 'الهاشتاق']","{'كورونا', 'شاركونا', 'آرائكم', 'تطعيم', 'فايروس', 'يقي', 'الإنفلونزا', 'الهاشتاق', 'الموسمية'}",9,69
اللهم الرضا العميق والطمأنينة الدائمة وقوة التوڪل وجميل البشارات الآتية منك يارب      ,celebrity,1,positive,"['اللهم', 'الرضا', 'العميق', 'والطمأنينة', 'الدائمة', 'وقوة', 'التوڪل', 'وجميل', 'البشارات', 'الآتية', 'منك', 'يارب']","{'والطمأنينة', 'منك', 'البشارات', 'الآتية', 'وجميل', 'العميق', 'وقوة', 'اللهم', 'الرضا', 'الدائمة', 'التوڪل', 'يارب'}",12,86
غد الدراسات الاجتماعية قيم ندوة علمية لمناقشة بـ,info_news,1,positive,"['غد', 'الدراسات', 'الاجتماعية', 'قيم', 'ندوة', 'علمية', 'لمناقشة', 'بـ']","{'ندوة', 'غد', 'علمية', 'لمناقشة', 'الدراسات', 'الاجتماعية', 'قيم', 'بـ'}",8,48
قالتا لقاحهما فعال ضد النسختين المتحورتين البريطانية وجنوب الإفريقية لكورونا,info_news,1,positive,"['قالتا', 'لقاحهما', 'فعال', 'ضد', 'النسختين', 'المتحورتين', 'البريطانية', 'وجنوب', 'الإفريقية', 'لكورونا']","{'البريطانية', 'النسختين', 'لكورونا', 'المتحورتين', 'لقاحهما', 'الإفريقية', 'ضد', 'فعال', 'قالتا', 'وجنوب'}",10,76
مصر تتسلم شحنة لقاح أوكسفورد أسترازينيكا المضاد لكورونا ,info_news,1,positive,"['مصر', 'تتسلم', 'شحنة', 'لقاح', 'أوكسفورد', 'أسترازينيكا', 'المضاد', 'لكورونا']","{'أسترازينيكا', 'أوكسفورد', 'لقاح', 'لكورونا', 'مصر', 'المضاد', 'تتسلم', 'شحنة'}",8,56
حفظه الله  يتلقى الجرعة الأولى  لقاح كورونا كوفيد,info_news,1,positive,"['حفظه', 'الله', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'كوفيد']","{'كورونا', 'الله', 'الأولى', 'لقاح', 'كوفيد', 'حفظه', 'الجرعة', 'يتلقى'}",8,49
مواطن يتلقى اليوم الجرعة الثانية لقاح اللافت للانتباه ابنته تعطيه الجرعة ,personal,1,positive,"['مواطن', 'يتلقى', 'اليوم', 'الجرعة', 'الثانية', 'لقاح', 'اللافت', 'للانتباه', 'ابنته', 'تعطيه', 'الجرعة']","{'اليوم', 'ابنته', 'للانتباه', 'مواطن', 'الثانية', 'لقاح', 'تعطيه', 'اللافت', 'الجرعة', 'يتلقى'}",10,73
الفنان الإماراتي يتلقى الجرعة الأولى لقاح ويعبر سعادته وفخره بذلك,celebrity,1,positive,"['الفنان', 'الإماراتي', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'ويعبر', 'سعادته', 'وفخره', 'بذلك']","{'الفنان', 'الأولى', 'الإماراتي', 'لقاح', 'ويعبر', 'بذلك', 'وفخره', 'الجرعة', 'سعادته', 'يتلقى'}",10,65
متحدث الصحة   تلقى لقاح كورونا الاستمرار بتطبيق الاجراءات الوقائية,advice,1,positive,"['متحدث', 'الصحة', 'تلقى', 'لقاح', 'كورونا', 'الاستمرار', 'بتطبيق', 'الاجراءات', 'الوقائية']","{'كورونا', 'بتطبيق', 'لقاح', 'الصحة', 'الاجراءات', 'الاستمرار', 'متحدث', 'تلقى', 'الوقائية'}",9,66
خادم الحرمين الشريفين يتلقى الجرعة الأولى لقاح كورونا كوفيد ,celebrity,1,positive,"['خادم', 'الحرمين', 'الشريفين', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'كوفيد']","{'كورونا', 'الحرمين', 'الأولى', 'لقاح', 'الشريفين', 'كوفيد', 'خادم', 'الجرعة', 'يتلقى'}",9,60
إندونيسيا ترصد مليارا ونصف مليار لشراء لقاح سينوفاك الصيني ,info_news,1,positive,"['إندونيسيا', 'ترصد', 'مليارا', 'ونصف', 'مليار', 'لشراء', 'لقاح', 'سينوفاك', 'الصيني']","{'ونصف', 'إندونيسيا', 'ترصد', 'لقاح', 'سينوفاك', 'مليار', 'الصيني', 'مليارا', 'لشراء'}",9,59
هى فاعلية لقاح فاك الصينى ضد الفيروس المستجد تجارب,info_news,0,neutral,"['هى', 'فاعلية', 'لقاح', 'فاك', 'الصينى', 'ضد', 'الفيروس', 'المستجد', 'تجارب']","{'الفيروس', 'المستجد', 'لقاح', 'فاك', 'فاعلية', 'هى', 'الصينى', 'ضد', 'تجارب'}",9,50
حد مواطنا جزائريا تلقوا لقاح بينهم السلك الطبي,info_news,1,positive,"['حد', 'مواطنا', 'جزائريا', 'تلقوا', 'لقاح', 'بينهم', 'السلك', 'الطبي']","{'السلك', 'لقاح', 'جزائريا', 'مواطنا', 'بينهم', 'حد', 'الطبي', 'تلقوا'}",8,46
يمكن المستحي نثق بأمريكا تحاول تدميرنا بشتى الوسائل ,requests,1,positive,"['يمكن', 'المستحي', 'نثق', 'بأمريكا', 'تحاول', 'تدميرنا', 'بشتى', 'الوسائل']","{'الوسائل', 'يمكن', 'بأمريكا', 'تحاول', 'تدميرنا', 'المستحي', 'بشتى', 'نثق'}",8,52
فيديو تمديد فترة الجرعة الثانية اللقاح يعني عدم فعاليته    ,info_news,1,positive,"['فيديو', 'تمديد', 'فترة', 'الجرعة', 'الثانية', 'اللقاح', 'يعني', 'عدم', 'فعاليته']","{'الثانية', 'فيديو', 'فترة', 'اللقاح', 'تمديد', 'فعاليته', 'الجرعة', 'يعني', 'عدم'}",9,59
رويترز لقاح فايزر بيونتك فعال يبدو الوقاية السلالة البريطانية فيروس كورونا,info_news,1,positive,"['رويترز', 'لقاح', 'فايزر', 'بيونتك', 'فعال', 'يبدو', 'الوقاية', 'السلالة', 'البريطانية', 'فيروس', 'كورونا']","{'السلالة', 'كورونا', 'البريطانية', 'بيونتك', 'لقاح', 'يبدو', 'رويترز', 'فايزر', 'فيروس', 'فعال', 'الوقاية'}",11,74
منظمة الصحة العالمية سيكون لدينا مليون جرعة لقاح كورونا لمنطقة الشرق الأوسط مليون جرعة بحلول,plan,1,positive,"['منظمة', 'الصحة', 'العالمية', 'سيكون', 'لدينا', 'مليون', 'جرعة', 'لقاح', 'كورونا', 'لمنطقة', 'الشرق', 'الأوسط', 'مليون', 'جرعة', 'بحلول']","{'كورونا', 'العالمية', 'لمنطقة', 'سيكون', 'لقاح', 'الصحة', 'مليون', 'جرعة', 'الأوسط', 'منظمة', 'لدينا', 'بحلول', 'الشرق'}",13,92
  جرعة لقاح تم إعطاؤها لمواطنين ومقيمين,info_news,1,positive,"['جرعة', 'لقاح', 'تم', 'إعطاؤها', 'لمواطنين', 'ومقيمين']","{'إعطاؤها', 'لقاح', 'جرعة', 'لمواطنين', 'ومقيمين', 'تم'}",6,39
الان إعادة جدولة حصلوا الجرعة الاولى تطعيم الكرونا   يتكرر السؤال الى يمكن تأجيل الجرعة الثانية,info_news,1,positive,"['الان', 'إعادة', 'جدولة', 'حصلوا', 'الجرعة', 'الاولى', 'تطعيم', 'الكرونا', 'يتكرر', 'السؤال', 'الى', 'يمكن', 'تأجيل', 'الجرعة', 'الثانية']","{'الان', 'حصلوا', 'جدولة', 'يتكرر', 'يمكن', 'الثانية', 'الاولى', 'تأجيل', 'تطعيم', 'الى', 'الكرونا', 'إعادة', 'السؤال', 'الجرعة'}",14,95
نائب الرئيس التركي يتلقى لقاح كورونا ,celebrity,1,positive,"['نائب', 'الرئيس', 'التركي', 'يتلقى', 'لقاح', 'كورونا']","{'كورونا', 'لقاح', 'التركي', 'الرئيس', 'نائب', 'يتلقى'}",6,37
المهم أنه لقى لقاح ديال ترامب باش عترف بصحراء المغربية,personal,1,positive,"['المهم', 'أنه', 'لقى', 'لقاح', 'ديال', 'ترامب', 'باش', 'عترف', 'بصحراء', 'المغربية']","{'عترف', 'لقاح', 'ترامب', 'أنه', 'المغربية', 'لقى', 'بصحراء', 'ديال', 'المهم', 'باش'}",10,54
لاتساهموا فقد أحبابكم بترويج الإشاعات حول يوضح,info_news,1,positive,"['لاتساهموا', 'فقد', 'أحبابكم', 'بترويج', 'الإشاعات', 'حول', 'يوضح']","{'حول', 'أحبابكم', 'بترويج', 'فقد', 'الإشاعات', 'يوضح', 'لاتساهموا'}",7,46
حقنة إبرة الأخبار الكاذبة تلاحق تطعيم نائبة الرئيس الاميركية  ,rumors,1,positive,"['حقنة', 'إبرة', 'الأخبار', 'الكاذبة', 'تلاحق', 'تطعيم', 'نائبة', 'الرئيس', 'الاميركية']","{'حقنة', 'الرئيس', 'الأخبار', 'الكاذبة', 'تطعيم', 'الاميركية', 'تلاحق', 'إبرة', 'نائبة'}",9,62
بقيادة إيمان المنصور   نجاح لقاح مضاد لفيروس جامعة الإمام عبدالرحمن بن فيصل  ,plan,1,positive,"['بقيادة', 'إيمان', 'المنصور', 'نجاح', 'لقاح', 'مضاد', 'لفيروس', 'جامعة', 'الإمام', 'عبدالرحمن', 'بن', 'فيصل']","{'لفيروس', 'فيصل', 'لقاح', 'عبدالرحمن', 'جامعة', 'إيمان', 'نجاح', 'الإمام', 'بن', 'بقيادة', 'مضاد', 'المنصور'}",12,77
بالفيديو  أشعر بأية آثار جانبية مراسلة  مشاركتها بتجربة لقاح جونسون آند جونسون ,info_news,1,positive,"['بالفيديو', 'أشعر', 'بأية', 'آثار', 'جانبية', 'مراسلة', 'مشاركتها', 'بتجربة', 'لقاح', 'جونسون', 'آند', 'جونسون']","{'لقاح', 'مراسلة', 'آثار', 'بالفيديو', 'أشعر', 'مشاركتها', 'بتجربة', 'جانبية', 'جونسون', 'بأية', 'آند'}",11,79
تعلم فيلم  تدور أحداثه عام وفيه تحو الناس زومبي بسبب لقاح خاطئ,info_news,1,positive,"['تعلم', 'فيلم', 'تدور', 'أحداثه', 'عام', 'وفيه', 'تحو', 'الناس', 'زومبي', 'بسبب', 'لقاح', 'خاطئ']","{'عام', 'تعلم', 'أحداثه', 'الناس', 'تحو', 'لقاح', 'تدور', 'فيلم', 'خاطئ', 'وفيه', 'بسبب', 'زومبي'}",12,62
مطالبات أممية بتسهيل إسرائيل لعملية تطعيم الفلسطينيين ضد فهل تستجيب ,info_news,1,positive,"['مطالبات', 'أممية', 'بتسهيل', 'إسرائيل', 'لعملية', 'تطعيم', 'الفلسطينيين', 'ضد', 'فهل', 'تستجيب']","{'إسرائيل', 'أممية', 'تستجيب', 'بتسهيل', 'تطعيم', 'الفلسطينيين', 'ضد', 'مطالبات', 'فهل', 'لعملية'}",10,68
اذا بدكن بقى تشوفوا صور وفيديوهات مشاهير عم يعملوا لقاح,info_news,0,neutral,"['اذا', 'بدكن', 'بقى', 'تشوفوا', 'صور', 'وفيديوهات', 'مشاهير', 'عم', 'يعملوا', 'لقاح']","{'اذا', 'عم', 'لقاح', 'يعملوا', 'بدكن', 'بقى', 'مشاهير', 'وفيديوهات', 'تشوفوا', 'صور'}",10,55
نقاط مهمة  حول تطعيم وصل الكويت الى حديثا,info_news,1,positive,"['نقاط', 'مهمة', 'حول', 'تطعيم', 'وصل', 'الكويت', 'الى', 'حديثا']","{'حول', 'حديثا', 'وصل', 'تطعيم', 'نقاط', 'مهمة', 'الكويت', 'الى'}",8,41
ظهور حالة محص خلال خاصية تطبيق تلقي الجرعة الثانية لقاح كورونا كوفيد,info_news,1,positive,"['ظهور', 'حالة', 'محص', 'خلال', 'خاصية', 'تطبيق', 'تلقي', 'الجرعة', 'الثانية', 'لقاح', 'كورونا', 'كوفيد']","{'كورونا', 'محص', 'لقاح', 'الثانية', 'ظهور', 'حالة', 'خلال', 'كوفيد', 'تطبيق', 'خاصية', 'تلقي', 'الجرعة'}",12,68
مستشار وزارة الصحة الموقع الإلكترونى جاهز لتلقى طلبات راغبى لقاح,plan,1,positive,"['مستشار', 'وزارة', 'الصحة', 'الموقع', 'الإلكترونى', 'جاهز', 'لتلقى', 'طلبات', 'راغبى', 'لقاح']","{'الإلكترونى', 'لتلقى', 'لقاح', 'طلبات', 'وزارة', 'الصحة', 'الموقع', 'مستشار', 'جاهز', 'راغبى'}",10,64
بدء تطعيم اللاجئين لاجئا مخيم الزعتري تلقوا اللقاح  ,info_news,1,positive,"['بدء', 'تطعيم', 'اللاجئين', 'لاجئا', 'مخيم', 'الزعتري', 'تلقوا', 'اللقاح']","{'بدء', 'تطعيم', 'لاجئا', 'اللاجئين', 'اللقاح', 'مخيم', 'الزعتري', 'تلقوا'}",8,52
  حفظه الله يتلقى الجرعة الأولى لقاح كوفيد ,celebrity,1,positive,"['حفظه', 'الله', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كوفيد']","{'الله', 'الأولى', 'لقاح', 'كوفيد', 'حفظه', 'الجرعة', 'يتلقى'}",7,43
المتحدث باسم حزب العدالة والتنمية  الرئيس سيتلق جرعة لقاح مضاد لكورونا اليوم,celebrity,1,positive,"['المتحدث', 'باسم', 'حزب', 'العدالة', 'والتنمية', 'الرئيس', 'سيتلق', 'جرعة', 'لقاح', 'مضاد', 'لكورونا', 'اليوم']","{'حزب', 'اليوم', 'المتحدث', 'لقاح', 'الرئيس', 'لكورونا', 'سيتلق', 'جرعة', 'باسم', 'العدالة', 'والتنمية', 'مضاد'}",12,76
خادم الحرمين الشريفين يتلقى الجرعة الأولى لقاح كورونا  ,celebrity,1,positive,"['خادم', 'الحرمين', 'الشريفين', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا']","{'كورونا', 'الحرمين', 'الأولى', 'لقاح', 'الشريفين', 'خادم', 'الجرعة', 'يتلقى'}",8,55
عندهم ميزانية للشعب المعطل وعندهم ميزانية تكفي شراء لقاح للدول العالة,requests,1,positive,"['عندهم', 'ميزانية', 'للشعب', 'المعطل', 'وعندهم', 'ميزانية', 'تكفي', 'شراء', 'لقاح', 'للدول', 'العالة']","{'العالة', 'عندهم', 'تكفي', 'لقاح', 'وعندهم', 'شراء', 'للشعب', 'للدول', 'المعطل', 'ميزانية'}",10,69
وزارة الصحة الإسرائيلية شخصا أصيبوا بشلل خفيف الوجه تلقيهم لقاح كورونا ,info_news,-1,negative,"['وزارة', 'الصحة', 'الإسرائيلية', 'شخصا', 'أصيبوا', 'بشلل', 'خفيف', 'الوجه', 'تلقيهم', 'لقاح', 'كورونا']","{'كورونا', 'بشلل', 'لقاح', 'وزارة', 'الصحة', 'الوجه', 'أصيبوا', 'الإسرائيلية', 'شخصا', 'خفيف', 'تلقيهم'}",11,71
الإقبال المتزايد التسجيل للحصول لقاح كورونا الأشخاص الأكثر احتياج لأخذ اللقاح غيرهم  ,info_news,1,positive,"['الإقبال', 'المتزايد', 'التسجيل', 'للحصول', 'لقاح', 'كورونا', 'الأشخاص', 'الأكثر', 'احتياج', 'لأخذ', 'اللقاح', 'غيرهم']","{'للحصول', 'كورونا', 'لأخذ', 'لقاح', 'الأكثر', 'الإقبال', 'الأشخاص', 'التسجيل', 'غيرهم', 'اللقاح', 'احتياج', 'المتزايد'}",12,85
مستشار للصحة حملات تطعيم لقاحات تبدأ نهاية الجارى ,plan,1,positive,"['مستشار', 'للصحة', 'حملات', 'تطعيم', 'لقاحات', 'تبدأ', 'نهاية', 'الجارى']","{'لقاحات', 'حملات', 'نهاية', 'تطعيم', 'مستشار', 'الجارى', 'تبدأ', 'للصحة'}",8,50
إضاءة بعبارات تشجع أفراد المجتمع تلقي لقاح   ,info_news,1,positive,"['إضاءة', 'بعبارات', 'تشجع', 'أفراد', 'المجتمع', 'تلقي', 'لقاح']","{'المجتمع', 'بعبارات', 'لقاح', 'أفراد', 'تشجع', 'تلقي', 'إضاءة'}",7,45
لوكان اللقاح الامريكي فعال كانت امريكا اليوم الاكثر اصابات العالم ,info_news,1,positive,"['لوكان', 'اللقاح', 'الامريكي', 'فعال', 'كانت', 'امريكا', 'اليوم', 'الاكثر', 'اصابات', 'العالم']","{'اليوم', 'العالم', 'امريكا', 'اصابات', 'كانت', 'اللقاح', 'لوكان', 'الاكثر', 'الامريكي', 'فعال'}",10,66
أمير منطقة الرياض يوضح سبب تأخره لتلقي لقاح كورونا    ,celebrity,0,neutral,"['أمير', 'منطقة', 'الرياض', 'يوضح', 'سبب', 'تأخره', 'لتلقي', 'لقاح', 'كورونا']","{'كورونا', 'سبب', 'أمير', 'تأخره', 'لقاح', 'لتلقي', 'الرياض', 'يوضح', 'منطقة'}",9,54
الصحة تعلن تقديم جرعة لقاح خلال الـ ساعة الماضية ,plan,1,positive,"['الصحة', 'تعلن', 'تقديم', 'جرعة', 'لقاح', 'خلال', 'الـ', 'ساعة', 'الماضية']","{'لقاح', 'الصحة', 'تقديم', 'جرعة', 'خلال', 'تعلن', 'الـ', 'ساعة', 'الماضية'}",9,49
الصحة الألمانية مؤشرات مشاكل تسليم شحنات لقاح موديرنا,info_news,1,positive,"['الصحة', 'الألمانية', 'مؤشرات', 'مشاكل', 'تسليم', 'شحنات', 'لقاح', 'موديرنا']","{'مؤشرات', 'مشاكل', 'لقاح', 'موديرنا', 'الصحة', 'شحنات', 'الألمانية', 'تسليم'}",8,53
خبر  السيستاني يوافق اعطاء لقاح كورونا  طيح الله حضكم جميعا استثناء,info_news,1,positive,"['خبر', 'السيستاني', 'يوافق', 'اعطاء', 'لقاح', 'كورونا', 'طيح', 'الله', 'حضكم', 'جميعا', 'استثناء']","{'كورونا', 'الله', 'حضكم', 'لقاح', 'استثناء', 'خبر', 'طيح', 'جميعا', 'اعطاء', 'السيستاني', 'يوافق'}",11,67
